유역평균강수3,강우(A지역)3,강우(B지역)3,강우(C지역)3,강우(D지역)3,수위(E지역)3,수위(D지역)3
193.6,275.0,219.0,157.0,177.0,7.9,121.5
194.0,275.0,219.0,157.0,177.0,7.6,121.5
194.1,275.0,218.0,157.0,173.0,7.4,121.5
194.2,275.0,218.0,157.0,167.0,7.2,121.5
194.2,275.0,217.0,157.0,164.0,7.0,121.5
194.1,275.0,215.0,157.0,162.0,6.8,121.5
193.5,275.0,210.0,157.0,162.0,6.7,121.5
193.2,274.0,207.0,148.0,162.0,6.5,121.5
193.2,274.0,201.0,145.0,161.0,6.4,121.5
193.1,274.0,194.0,145.0,161.0,6.2,121.5
193.1,274.0,192.0,145.0,161.0,6.1,121.5
193.0,274.0,191.0,134.0,158.0,6.0,121.5
192.9,274.0,190.0,124.0,108.0,5.9,121.5
191.9,274.0,190.0,100.0,101.0,5.8,121.5
189.2,267.0,190.0,78.0,95.0,5.7,121.5
187.1,253.0,189.0,74.0,92.0,5.6,121.5
183.1,244.0,181.0,66.0,82.0,5.5,121.5
177.8,223.0,163.0,60.0,82.0,5.5,121.5
172.3,200.0,143.0,56.0,80.0,5.4,121.5
166.6,181.0,139.0,56.0,78.0,5.3,121.5
160.9,160.0,100.0,50.0,70.0,5.2,121.5
155.5,149.0,83.0,21.0,61.0,5.2,121.5
151.8,138.0,74.0,4.0,59.0,5.1,121.5
150.5,109.0,74.0,1.0,59.0,5.0,121.5
149.9,107.0,73.0,1.0,59.0,5.0,121.5
149.5,106.0,67.0,1.0,34.0,4.9,121.5
142.6,105.0,54.0,1.0,4.0,4.8,121.5
130.5,98.0,53.0,1.0,1.0,4.7,121.5
122.8,96.0,52.0,1.0,1.0,4.7,121.5
114.6,88.0,51.0,1.0,1.0,4.6,121.5
104.4,63.0,49.0,1.0,1.0,4.6,121.5
93.1,58.0,31.0,1.0,1.0,4.5,121.5
81.5,53.0,23.0,1.0,1.0,4.5,121.5
71.1,42.0,19.0,1.0,1.0,4.5,121.5
68.0,42.0,16.0,1.0,1.0,4.4,121.5
63.6,41.0,16.0,1.0,1.0,4.4,121.5
54.9,35.0,16.0,1.0,1.0,4.3,121.5
49.4,27.0,16.0,1.0,1.0,4.3,121.5
47.4,25.0,16.0,1.0,1.0,4.3,121.5
45.0,25.0,16.0,1.0,1.0,4.2,121.5
12.0,9.0,15.0,3.0,13.0,1.8,120.0
12.1,9.0,15.0,0.0,12.0,1.8,120.0
12.2,9.0,16.0,1.0,10.0,1.8,120.0
13.6,10.0,16.0,1.0,6.0,1.8,120.0
17.5,10.0,19.0,2.0,5.0,1.8,120.0
20.8,10.0,21.0,14.0,8.0,1.8,120.0
24.4,10.0,24.0,16.0,14.0,1.8,120.0
28.3,12.0,29.0,22.0,18.0,1.8,120.0
34.7,24.0,34.0,26.0,23.0,1.8,120.0
43.5,35.0,41.0,29.0,32.0,1.9,120.0
49.6,45.0,41.0,40.0,43.0,1.9,120.0
54.5,52.0,49.0,41.0,47.0,2.0,120.0
63.4,62.0,51.0,45.0,49.0,2.1,120.0
68.2,68.0,54.0,51.0,61.0,2.2,120.0
71.3,72.0,55.0,53.0,64.0,2.3,120.0
74.8,79.0,56.0,54.0,67.0,2.3,120.0
81.7,90.0,64.0,54.0,67.0,2.5,120.0
99.8,118.0,86.0,56.0,70.0,2.6,120.0
102.9,121.0,93.0,70.0,82.0,2.8,120.0
102.7,120.0,93.0,73.0,85.0,2.9,120.0
101.9,122.0,96.0,74.0,86.0,3.1,120.0
102.6,122.0,99.0,75.0,86.0,3.3,120.0
103.3,123.0,100.0,76.0,86.0,3.5,120.0
103.3,123.0,100.0,76.0,86.0,3.7,120.0
103.4,123.0,101.0,76.0,86.0,4.0,120.0
103.5,123.0,101.0,76.0,86.0,5.3,120.0
103.5,123.0,101.0,76.0,86.0,8.0,120.0
103.4,123.0,101.0,76.0,86.0,8.4,120.1
103.4,123.0,101.0,76.0,86.0,8.3,120.1
103.4,123.0,101.0,76.0,86.0,8.0,120.1
103.4,123.0,101.0,76.0,86.0,7.7,120.2
103.4,123.0,101.0,76.0,86.0,7.3,120.3
103.4,123.0,101.0,76.0,86.0,7.0,120.4
103.4,123.0,101.0,76.0,86.0,6.8,120.5
103.4,123.0,101.0,76.0,86.0,6.5,120.6
103.4,123.0,101.0,76.0,86.0,6.3,120.8
103.5,123.0,101.0,76.0,86.0,6.1,120.9
103.5,123.0,101.0,76.0,86.0,5.9,121.1
103.5,123.0,101.0,76.0,86.0,5.8,121.3
103.5,123.0,101.0,76.0,86.0,5.6,121.5
103.5,123.0,101.0,75.0,86.0,5.5,121.6
103.5,123.0,101.0,75.0,86.0,5.3,121.8
103.5,123.0,101.0,74.0,86.0,5.2,121.9
103.5,123.0,101.0,62.0,86.0,5.1,122.1
103.5,123.0,101.0,60.0,86.0,5.0,122.2
103.5,123.0,101.0,54.0,86.0,4.9,122.3
80.7,120.0,8.0,0.0,0.0,3.7,123.1
71.9,108.0,8.0,0.0,0.0,3.6,123.1
65.9,97.0,5.0,0.0,0.0,3.6,123.1
61.2,87.0,2.0,1.0,0.0,3.6,123.1
52.6,80.0,1.0,1.0,0.0,3.5,123.2
48.0,71.0,2.0,1.0,0.0,3.5,123.2
45.7,66.0,2.0,1.0,1.0,3.5,123.2
42.7,62.0,2.0,3.0,2.0,3.5,123.2
36.1,55.0,3.0,3.0,3.0,3.4,123.2
19.8,45.0,6.0,5.0,3.0,3.4,123.2
19.3,21.0,19.0,7.0,10.0,3.4,123.2
28.2,25.0,33.0,20.0,26.0,3.4,123.2
38.8,35.0,46.0,30.0,41.0,3.4,123.2
51.4,60.0,57.0,34.0,49.0,3.5,123.2
61.2,82.0,68.0,39.0,63.0,3.5,123.2
69.3,101.0,78.0,40.0,72.0,3.6,123.2
79.9,114.0,87.0,41.0,74.0,3.8,123.2
88.9,134.0,89.0,47.0,84.0,4.2,123.2
95.5,154.0,91.0,49.0,88.0,4.7,123.2
102.7,167.0,94.0,50.0,89.0,5.3,123.2
109.6,180.0,95.0,54.0,94.0,6.6,123.2
112.5,200.0,97.0,55.0,98.0,7.7,123.3
121.3,201.0,117.0,56.0,98.0,9.0,123.3
132.6,209.0,123.0,90.0,111.0,10.0,123.4
139.3,212.0,126.0,107.0,121.0,10.8,123.5
142.6,212.0,126.0,113.0,124.0,11.6,123.6
143.0,212.0,126.0,117.0,125.0,12.1,123.8
143.1,212.0,126.0,117.0,125.0,12.2,124.0
143.3,212.0,126.0,117.0,125.0,12.2,124.2
143.3,212.0,126.0,117.0,125.0,11.9,124.5
143.3,212.0,126.0,117.0,125.0,11.5,124.8
143.3,212.0,126.0,117.0,125.0,11.2,125.2
143.3,212.0,126.0,117.0,125.0,10.8,125.6
143.4,212.0,126.0,117.0,125.0,10.4,126.0
143.4,212.0,126.0,117.0,125.0,9.9,126.4
143.4,212.0,126.0,117.0,125.0,9.5,126.8
143.4,212.0,126.0,117.0,125.0,9.2,127.3
143.4,212.0,126.0,117.0,125.0,8.8,127.7
143.4,212.0,126.0,117.0,125.0,8.5,128.1
143.4,212.0,126.0,117.0,125.0,8.2,128.5
143.4,212.0,126.0,117.0,125.0,7.9,128.8
143.4,212.0,126.0,116.0,125.0,7.6,129.2
143.4,212.0,126.0,116.0,125.0,7.3,129.5
143.4,212.0,126.0,116.0,125.0,7.1,129.7
143.4,212.0,126.0,116.0,125.0,6.9,130.0
143.4,212.0,126.0,114.0,125.0,6.7,130.2
143.4,212.0,126.0,114.0,125.0,6.5,130.4
143.4,212.0,126.0,112.0,125.0,6.3,130.6
143.4,212.0,126.0,110.0,124.0,6.2,130.7
143.4,212.0,126.0,97.0,123.0,6.0,130.8
143.4,212.0,126.0,87.0,122.0,5.9,130.9
143.4,212.0,125.0,77.0,99.0,5.6,131.2
143.5,212.0,124.0,76.0,84.0,5.4,131.2
143.9,213.0,124.0,70.0,76.0,5.3,131.2
144.3,215.0,123.0,68.0,62.0,5.3,131.3
145.3,217.0,120.0,68.0,53.0,5.2,131.3
145.9,219.0,107.0,64.0,52.0,5.1,131.3
146.0,219.0,93.0,63.0,42.0,5.0,131.3
146.5,220.0,80.0,62.0,38.0,4.9,131.3
146.6,221.0,70.0,28.0,37.0,4.9,131.3
146.6,221.0,59.0,11.0,33.0,4.8,131.3
146.4,221.0,49.0,5.0,29.0,4.7,131.2
145.6,220.0,40.0,1.0,29.0,4.6,131.2
145.2,219.0,38.0,1.0,16.0,4.6,131.2
144.7,220.0,36.0,1.0,6.0,4.5,131.2
141.9,221.0,33.0,1.0,3.0,4.5,131.1
135.8,221.0,32.0,1.0,2.0,4.5,131.1
125.3,219.0,30.0,1.0,2.0,4.4,131.1
114.6,214.0,10.0,1.0,3.0,4.4,131.1
106.6,213.0,6.0,1.0,3.0,4.3,131.0
102.8,196.0,11.0,1.0,3.0,4.3,131.0
113.0,180.0,28.0,2.0,11.0,4.3,130.9
115.8,164.0,39.0,5.0,28.0,4.3,130.9
114.8,152.0,55.0,5.0,47.0,4.4,130.9
112.1,134.0,61.0,12.0,50.0,5.1,130.9
119.9,141.0,73.0,13.0,54.0,6.5,130.9
125.3,130.0,82.0,21.0,70.0,7.5,130.8
126.5,118.0,84.0,30.0,81.0,8.2,130.9
118.8,98.0,84.0,33.0,84.0,9.0,130.9
107.7,97.0,84.0,35.0,85.0,9.6,130.9
101.0,89.0,84.0,35.0,85.0,10.1,131.0
97.7,86.0,84.0,35.0,85.0,10.4,131.0
97.3,86.0,84.0,35.0,85.0,10.6,131.1
97.2,86.0,84.0,35.0,85.0,10.7,131.3
96.9,86.0,84.0,35.0,85.0,10.6,131.4
96.9,86.0,84.0,35.0,85.0,10.4,131.6
96.9,86.0,84.0,35.0,85.0,10.0,131.7
96.9,86.0,84.0,35.0,85.0,9.7,131.9
96.9,86.0,84.0,35.0,85.0,9.3,132.1
96.9,86.0,84.0,35.0,85.0,8.9,132.4
96.9,86.0,84.0,35.0,85.0,8.6,132.6
96.9,86.0,84.0,35.0,85.0,8.3,132.8
0.1,0.0,1.0,0.0,0.0,3.8,134.3
0.2,0.0,1.0,0.0,0.0,3.8,134.3
0.2,0.0,1.0,0.0,0.0,3.7,134.3
0.2,0.0,1.0,0.0,0.0,3.7,134.2
0.2,0.0,1.0,0.0,0.0,3.7,134.2
0.6,0.0,2.0,0.0,0.0,3.6,134.1
4.5,5.0,15.0,0.0,0.0,3.6,134.1
9.5,12.0,24.0,0.0,0.0,3.6,134.0
11.7,21.0,25.0,0.0,1.0,3.6,134.0
15.4,31.0,25.0,0.0,1.0,3.6,133.9
21.5,56.0,39.0,0.0,2.0,3.5,133.9
26.3,60.0,43.0,0.0,3.0,3.5,133.8
27.5,61.0,43.0,0.0,3.0,3.5,133.8
28.0,62.0,44.0,0.0,4.0,3.5,133.7
28.1,63.0,44.0,0.0,4.0,3.5,133.6
28.2,64.0,44.0,0.0,4.0,3.5,133.5
28.3,64.0,44.0,0.0,4.0,3.6,133.5
28.3,64.0,44.0,0.0,4.0,3.7,133.4
28.3,64.0,44.0,0.0,4.0,4.0,133.3
28.3,64.0,44.0,0.0,4.0,4.2,133.3
28.3,64.0,44.0,0.0,4.0,4.6,133.2
28.3,64.0,44.0,0.0,4.0,5.2,133.1
28.3,64.0,44.0,0.0,4.0,5.5,133.0
28.3,64.0,44.0,0.0,4.0,5.5,132.9
28.6,65.0,44.0,0.0,4.0,5.5,132.9
30.7,68.0,43.0,0.0,4.0,5.4,132.8
31.1,69.0,43.0,0.0,4.0,5.3,132.7
31.3,69.0,43.0,0.0,4.0,5.2,132.7
31.4,69.0,43.0,0.0,4.0,5.2,132.6
31.4,69.0,43.0,0.0,4.0,5.1,132.5
32.1,70.0,43.0,0.0,4.0,5.0,132.5
35.4,78.0,44.0,0.0,4.0,4.9,132.4
39.6,81.0,48.0,0.0,4.0,4.9,132.4
50.9,88.0,80.0,0.0,4.0,4.9,132.3
64.9,90.0,80.0,3.0,15.0,4.8,132.3
69.8,92.0,80.0,21.0,31.0,4.9,132.2
72.5,92.0,80.0,21.0,31.0,4.9,132.2
72.9,93.0,80.0,21.0,31.0,5.1,132.1
73.0,93.0,80.0,21.0,31.0,5.3,132.1
73.0,93.0,80.0,21.0,31.0,5.6,132.1
73.0,93.0,80.0,21.0,31.0,6.1,132.0
73.0,93.0,80.0,21.0,31.0,6.5,132.0
73.0,93.0,80.0,21.0,31.0,6.8,132.0
73.0,93.0,80.0,21.0,31.0,6.9,132.0
73.0,93.0,80.0,21.0,31.0,6.9,132.0
73.0,93.0,80.0,21.0,31.0,6.8,131.9
73.0,93.0,80.0,21.0,31.0,6.7,131.9
73.0,93.0,80.0,21.0,31.0,6.6,131.9
73.0,93.0,80.0,21.0,31.0,6.5,131.9
73.0,93.0,80.0,21.0,31.0,6.3,131.9
73.0,93.0,80.0,21.0,30.0,6.2,131.9
73.0,93.0,80.0,21.0,30.0,6.1,131.9
73.0,93.0,80.0,21.0,29.0,5.9,131.9
73.0,93.0,79.0,21.0,28.0,5.8,132.0
73.0,93.0,66.0,21.0,28.0,5.7,132.0
73.0,93.0,57.0,21.0,27.0,5.6,132.0
73.0,93.0,56.0,21.0,27.0,5.5,132.0
73.0,93.0,56.0,21.0,27.0,5.4,132.0
73.0,93.0,42.0,21.0,27.0,5.3,131.9
73.0,93.0,38.0,21.0,27.0,5.2,131.9
72.9,93.0,38.0,21.0,27.0,5.1,131.9
72.9,93.0,37.0,21.0,27.0,5.0,131.9
72.9,93.0,37.0,21.0,27.0,5.0,131.9
72.6,93.0,37.0,21.0,27.0,4.9,131.8
68.7,93.0,37.0,21.0,27.0,4.8,131.8
63.6,88.0,37.0,21.0,27.0,4.8,131.8
61.5,81.0,37.0,21.0,27.0,4.7,131.7
57.8,72.0,37.0,21.0,27.0,4.7,131.7
0.4,7.0,0.0,0.0,0.0,1.9,127.7
0.5,7.0,0.0,0.0,0.0,1.9,127.7
0.4,6.0,0.0,0.0,0.0,1.9,127.7
0.3,2.0,0.0,0.0,0.0,1.9,127.7
0.0,0.0,0.0,0.0,0.0,1.9,127.7
0.0,0.0,0.0,0.0,0.0,1.9,127.6
0.0,0.0,0.0,0.0,0.0,1.9,127.6
0.0,0.0,0.0,0.0,0.0,1.9,127.6
0.1,0.0,0.0,0.0,0.0,1.9,127.6
0.1,0.0,0.0,0.0,0.0,1.9,127.6
0.1,0.0,0.0,0.0,0.0,1.9,127.6
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
1.5,0.0,2.0,0.0,0.0,1.9,127.7
5.9,4.0,11.0,5.0,0.0,1.9,127.7
10.4,9.0,13.0,8.0,9.0,1.9,127.6
17.5,24.0,16.0,10.0,11.0,1.9,127.6
21.5,31.0,21.0,12.0,20.0,1.9,127.6
27.7,39.0,23.0,15.0,22.0,1.9,127.6
30.7,45.0,23.0,15.0,25.0,1.9,127.5
31.8,46.0,23.0,16.0,27.0,1.9,127.5
32.1,47.0,23.0,16.0,27.0,1.9,127.4
32.2,47.0,23.0,16.0,27.0,1.9,127.4
32.6,47.0,23.0,16.0,27.0,1.9,127.4
34.5,55.0,23.0,16.0,27.0,1.9,127.3
34.9,59.0,23.0,16.0,27.0,2.0,127.3
35.0,59.0,24.0,16.0,27.0,2.0,127.3
35.5,59.0,25.0,16.0,27.0,2.0,127.3
35.8,59.0,25.0,16.0,29.0,2.0,127.2
36.6,60.0,25.0,16.0,29.0,2.1,127.2
39.7,65.0,26.0,16.0,30.0,2.1,127.2
43.8,77.0,26.0,18.0,34.0,2.1,127.2
47.9,86.0,31.0,19.0,35.0,2.2,127.2
52.0,89.0,37.0,21.0,36.0,2.3,127.2
56.1,92.0,38.0,25.0,43.0,2.4,127.2
62.3,111.0,45.0,26.0,45.0,2.5,127.2
70.1,129.0,61.0,28.0,47.0,2.6,127.2
78.5,138.0,70.0,30.0,52.0,2.7,127.2
85.2,146.0,75.0,34.0,58.0,2.9,127.2
89.7,150.0,80.0,36.0,60.0,3.3,127.2
93.2,151.0,83.0,38.0,66.0,3.7,127.2
96.4,152.0,84.0,40.0,72.0,3.9,127.2
99.4,153.0,87.0,41.0,74.0,4.2,127.2
101.9,155.0,94.0,45.0,77.0,4.9,127.3
103.5,156.0,95.0,49.0,79.0,6.6,127.3
104.4,156.0,98.0,52.0,80.0,7.8,127.3
105.1,156.0,98.0,53.0,82.0,8.2,127.3
105.7,156.0,98.0,53.0,84.0,8.4,127.4
105.9,156.0,98.0,53.0,85.0,8.3,127.4
105.9,156.0,98.0,53.0,85.0,8.2,127.5
106.0,156.0,98.0,53.0,85.0,8.0,127.6
106.0,156.0,98.0,53.0,85.0,7.8,127.7
106.0,156.0,98.0,48.0,85.0,7.6,127.9
106.0,156.0,98.0,45.0,85.0,7.4,128.0
106.0,156.0,98.0,43.0,85.0,7.2,128.2
106.0,156.0,98.0,41.0,85.0,7.0,128.3
106.0,156.0,98.0,38.0,85.0,6.8,128.5
106.1,156.0,98.0,38.0,76.0,6.6,128.7
106.1,156.0,98.0,37.0,74.0,6.5,128.8
106.0,156.0,98.0,37.0,65.0,6.3,129.0
106.0,156.0,98.0,37.0,63.0,6.2,129.2
106.0,156.0,96.0,37.0,60.0,6.0,129.4
106.0,156.0,87.0,37.0,58.0,5.9,129.5
106.0,156.0,85.0,37.0,58.0,5.8,129.6
106.0,156.0,82.0,37.0,58.0,5.6,129.8
106.0,156.0,77.0,37.0,58.0,5.5,129.9
106.0,156.0,75.0,37.0,58.0,5.4,130.0
106.0,156.0,75.0,37.0,58.0,5.3,130.1
106.0,156.0,75.0,37.0,58.0,5.2,130.2
106.0,156.0,75.0,35.0,58.0,5.1,130.3
106.1,156.0,75.0,34.0,56.0,5.0,130.4
104.8,156.0,75.0,32.0,56.0,5.0,130.5
100.3,156.0,75.0,28.0,55.0,4.9,130.6
95.8,152.0,75.0,27.0,51.0,4.8,130.6
88.8,147.0,74.0,25.0,50.0,4.7,130.7
84.7,132.0,73.0,23.0,49.0,4.7,130.8
78.5,125.0,73.0,19.0,42.0,4.6,130.9
75.5,117.0,73.0,17.0,40.0,4.6,130.9
74.4,111.0,72.0,15.0,38.0,4.5,131.0
74.2,110.0,72.0,13.0,33.0,4.4,131.1
1.3,0.0,1.0,0.0,0.0,3.2,133.9
1.2,0.0,1.0,0.0,0.0,3.2,133.9
1.3,0.0,1.0,0.0,0.0,3.2,133.9
1.2,0.0,1.0,1.0,0.0,3.1,133.9
1.0,0.0,1.0,1.0,0.0,3.1,133.9
0.8,0.0,1.0,1.0,0.0,3.1,133.9
0.7,0.0,1.0,1.0,0.0,3.1,133.9
0.7,0.0,1.0,1.0,0.0,3.1,133.9
1.0,0.0,2.0,1.0,0.0,3.0,133.9
1.0,0.0,2.0,1.0,0.0,3.0,133.9
1.3,1.0,2.0,1.0,0.0,3.0,133.9
1.6,3.0,2.0,1.0,0.0,3.0,133.9
1.9,3.0,2.0,1.0,0.0,3.0,133.9
2.0,3.0,2.0,1.0,0.0,3.0,133.9
2.0,3.0,2.0,1.0,0.0,3.0,133.9
2.1,3.0,2.0,1.0,0.0,2.9,133.9
2.1,3.0,2.0,1.0,0.0,2.9,133.9
2.3,3.0,2.0,1.0,0.0,2.9,133.9
2.2,3.0,2.0,1.0,0.0,2.9,133.9
2.3,3.0,2.0,1.0,0.0,2.9,133.9
2.4,4.0,2.0,1.0,0.0,2.9,133.9
2.4,4.0,2.0,1.0,0.0,2.9,134.0
2.5,4.0,2.0,1.0,0.0,2.9,134.0
2.6,4.0,2.0,1.0,0.0,2.9,134.0
2.6,4.0,2.0,1.0,0.0,2.8,134.0
2.6,4.0,2.0,1.0,0.0,2.8,134.0
2.7,4.0,2.0,1.0,0.0,2.8,134.0
2.9,4.0,2.0,1.0,0.0,2.8,133.9
3.1,4.0,2.0,1.0,0.0,2.8,133.9
3.8,5.0,2.0,1.0,0.0,2.8,133.9
6.1,22.0,2.0,1.0,0.0,2.8,133.9
7.8,25.0,2.0,1.0,0.0,2.8,133.9
10.5,36.0,2.0,1.0,0.0,2.8,133.9
12.0,42.0,3.0,1.0,0.0,2.8,133.8
12.6,44.0,3.0,1.0,1.0,2.8,133.8
12.8,44.0,3.0,1.0,1.0,2.8,133.8
14.4,47.0,4.0,2.0,1.0,2.7,133.8
16.6,51.0,7.0,3.0,2.0,2.7,133.8
18.3,52.0,8.0,6.0,4.0,2.7,133.7
19.5,53.0,9.0,8.0,7.0,2.7,133.7
20.7,55.0,10.0,9.0,9.0,2.7,133.7
22.9,58.0,13.0,8.0,9.0,2.8,133.7
26.4,60.0,18.0,11.0,12.0,2.8,133.7
32.2,68.0,22.0,16.0,18.0,2.8,133.7
47.0,95.0,50.0,19.0,23.0,2.8,133.7
60.4,98.0,51.0,36.0,37.0,2.9,133.7
65.0,98.0,56.0,40.0,51.0,3.2,133.7
70.0,98.0,58.0,56.0,56.0,3.7,133.7
74.4,98.0,60.0,63.0,60.0,4.2,133.8
77.2,98.0,70.0,73.0,70.0,4.7,133.8
79.2,98.0,73.0,74.0,83.0,5.2,133.8
80.3,98.0,74.0,75.0,84.0,5.7,133.9
80.9,98.0,78.0,76.0,84.0,6.3,133.9
82.3,98.0,80.0,76.0,85.0,6.7,134.0
83.0,98.0,83.0,76.0,86.0,7.2,134.0
83.5,98.0,86.0,76.0,87.0,7.5,134.1
83.9,98.0,86.0,76.0,87.0,7.5,134.2
84.5,99.0,86.0,76.0,87.0,7.4,134.3
85.4,99.0,87.0,76.0,87.0,7.3,134.4
87.2,99.0,88.0,78.0,88.0,7.2,134.5
88.3,100.0,92.0,79.0,91.0,7.1,134.6
92.6,108.0,96.0,79.0,91.0,7.0,134.8
100.8,120.0,96.0,80.0,93.0,6.9,134.9
108.4,129.0,99.0,80.0,95.0,6.8,135.0
114.5,143.0,103.0,83.0,99.0,6.7,135.1
119.4,148.0,114.0,85.0,105.0,6.6,135.3
127.1,154.0,127.0,87.0,106.0,6.7,135.4
137.1,166.0,137.0,92.0,112.0,6.9,135.6
143.1,167.0,142.0,97.0,115.0,7.4,135.7
144.3,166.0,143.0,104.0,128.0,8.1,135.9
144.2,164.0,143.0,104.0,128.0,8.8,136.0
144.1,164.0,143.0,104.0,128.0,9.3,136.1
144.3,164.0,143.0,104.0,128.0,9.8,136.3
144.3,164.0,143.0,105.0,128.0,10.2,136.4
144.3,164.0,143.0,104.0,128.0,10.4,136.6
144.2,164.0,143.0,103.0,128.0,10.6,136.8
144.2,164.0,143.0,100.0,127.0,10.5,136.9
144.1,164.0,143.0,98.0,127.0,10.3,137.1
144.1,164.0,143.0,97.0,127.0,10.0,137.3
144.1,163.0,143.0,97.0,126.0,9.7,137.5
143.9,163.0,143.0,94.0,124.0,9.3,137.7
143.9,163.0,142.0,89.0,121.0,8.9,137.9
143.9,163.0,142.0,86.0,119.0,8.6,138.2
143.8,163.0,142.0,69.0,119.0,8.3,138.4
143.9,164.0,141.0,65.0,116.0,8.0,138.6
143.7,164.0,138.0,49.0,110.0,7.8,138.8
143.6,164.0,137.0,42.0,105.0,7.5,139.0
143.3,165.0,138.0,32.0,91.0,7.3,139.2
141.6,165.0,138.0,31.0,77.0,7.0,139.4
140.3,148.0,135.0,30.0,72.0,6.9,139.5
137.9,145.0,130.0,29.0,71.0,6.7,139.7
136.3,134.0,126.0,29.0,62.0,6.5,139.8
135.8,128.0,98.0,29.0,49.0,6.4,139.9
135.6,126.0,97.0,29.0,48.0,6.2,140.0
134.0,126.0,92.0,29.0,48.0,6.1,140.1
131.8,123.0,90.0,29.0,47.0,6.0,140.2
130.1,119.0,87.0,29.0,46.0,5.9,140.3
128.9,118.0,77.0,27.0,45.0,5.8,140.4
127.6,117.0,74.0,26.0,45.0,5.7,140.5
125.5,115.0,73.0,26.0,45.0,5.6,140.6
122.1,112.0,69.0,25.0,45.0,5.5,140.6
116.3,110.0,67.0,25.0,44.0,5.4,140.7
101.5,102.0,64.0,22.0,41.0,5.3,140.7
88.1,75.0,61.0,20.0,41.0,5.2,140.8
83.5,72.0,60.0,18.0,39.0,5.1,140.8
78.5,72.0,60.0,13.0,37.0,5.1,140.9
74.0,72.0,59.0,8.0,33.0,5.0,140.9
71.3,72.0,58.0,1.0,27.0,4.9,140.9
69.3,72.0,54.0,1.0,26.0,4.8,141.0
68.2,72.0,50.0,1.0,20.0,4.8,141.0
0.0,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.3,0.0,0.0,0.0,0.0,2.3,140.9
0.6,0.0,1.0,0.0,1.0,2.3,140.9
1.2,1.0,2.0,0.0,1.0,2.3,140.9
1.5,1.0,2.0,1.0,1.0,2.3,140.9
1.8,1.0,2.0,1.0,1.0,2.3,140.9
2.1,1.0,2.0,2.0,1.0,2.2,140.9
3.1,2.0,2.0,2.0,1.0,2.2,140.9
4.4,6.0,5.0,2.0,2.0,2.2,140.9
6.5,9.0,7.0,3.0,3.0,2.2,140.9
8.1,13.0,8.0,5.0,3.0,2.2,140.8
9.1,14.0,8.0,5.0,4.0,2.2,140.8
9.6,14.0,8.0,6.0,5.0,2.2,140.8
9.8,14.0,9.0,7.0,5.0,2.2,140.8
10.2,16.0,10.0,7.0,5.0,2.2,140.8
11.4,20.0,10.0,8.0,6.0,2.2,140.8
11.7,20.0,10.0,8.0,6.0,2.2,140.8
11.9,20.0,10.0,8.0,6.0,2.2,140.7
12.6,24.0,11.0,8.0,6.0,2.2,140.7
13.1,29.0,16.0,8.0,6.0,2.2,140.7
14.3,33.0,18.0,8.0,6.0,2.2,140.7
15.4,33.0,19.0,8.0,6.0,2.2,140.7
17.2,35.0,19.0,8.0,6.0,2.2,140.7
18.7,36.0,19.0,8.0,8.0,2.2,140.7
19.8,37.0,20.0,10.0,10.0,2.2,140.7
21.5,43.0,21.0,10.0,13.0,2.2,140.7
23.4,44.0,21.0,12.0,17.0,2.2,140.7
24.1,45.0,21.0,14.0,20.0,2.2,140.8
24.5,47.0,21.0,15.0,20.0,2.2,140.8
24.7,48.0,22.0,15.0,20.0,2.2,140.8
25.1,48.0,22.0,15.0,20.0,2.2,140.8
25.2,48.0,22.0,16.0,22.0,2.2,140.8
25.4,49.0,22.0,16.0,22.0,2.3,140.8
25.6,49.0,22.0,16.0,22.0,2.3,140.8
25.6,49.0,22.0,17.0,22.0,2.3,140.8
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.4,140.7
25.6,49.0,22.0,17.0,22.0,2.4,140.7
25.8,49.0,22.0,17.0,22.0,2.4,140.6
26.2,49.0,23.0,16.0,22.0,2.5,140.6
26.4,49.0,23.0,16.0,22.0,2.5,140.6
