홍수사상번호,시간,유입량,new
12,12,144.0787951,20100921
12,13,119.2363025,20100921
12,14,100.6178939,20100921
12,15,99.73611285,20100921
12,16,133.4171302,20100921
12,17,238.3691578,20100921
12,18,453.303083,20100921
12,19,805.0584521,20100921
12,20,1308.964792,20100921
12,21,1946.182891,20100921
12,22,2690.576915,20100921
12,23,3520.993279,20100921
12,24,4402.29643,20100921
12,1,5238.440696,20100922
12,2,5928.227953,20100922
12,3,6410.760383,20100922
12,4,6649.461979,20100922
12,5,6664.743659,20100922
12,6,6494.54945,20100922
12,7,6189.96889,20100922
12,8,5804.854979,20100922
12,9,5390.969056,20100922
12,10,4995.303187,20100922
12,11,4647.864002,20100922
12,12,4365.900508,20100922
12,13,4132.616661,20100922
12,14,3925.760092,20100922
12,15,3735.298199,20100922
12,16,3554.779362,20100922
12,17,3379.856113,20100922
12,18,3208.664151,20100922
12,19,3047.16769,20100922
12,20,2901.532123,20100922
12,21,2770.899062,20100922
12,22,2652.654169,20100922
12,23,2544.230944,20100922
12,24,2443.254222,20100922
12,1,2348.25592,20100923
12,2,2261.204937,20100923
12,3,2184.415318,20100923
12,4,2118.144696,20100923
12,5,2061.597228,20100923
12,6,2011.819579,20100923
12,7,1965.497846,20100923
12,8,1920.033355,20100923
12,9,1873.174934,20100923
12,10,1823.346184,20100923
12,11,1770.588016,20100923
12,12,1720.735819,20100923
12,13,1679.203463,20100923
12,14,1643.924262,20100923
12,15,1611.744747,20100923
12,16,1582.644876,20100923
12,17,1556.684006,20100923
12,18,1531.105672,20100923
12,19,1503.512821,20100923
12,20,1475.76187,20100923
12,21,1449.896617,20100923
12,22,1424.456918,20100923
12,23,1398.10859,20100923
12,24,1373.525232,20100923
12,1,1353.968149,20100924
12,2,1341.04169,20100924
12,3,1337.92791,20100924
13,23,865.0187344,20110628
13,24,839.8503725,20110628
13,1,811.6407732,20110629
13,2,780.3067715,20110629
13,3,745.9859905,20110629
13,4,709.2211345,20110629
13,5,670.923729,20110629
13,6,633.0755019,20110629
13,7,597.9363128,20110629
13,8,567.8083442,20110629
13,9,544.8313466,20110629
13,10,530.4530198,20110629
13,11,525.5024952,20110629
13,12,529.0266832,20110629
13,13,540.0766278,20110629
13,14,559.5021284,20110629
13,15,589.660505,20110629
13,16,636.9761772,20110629
13,17,708.2744962,20110629
13,18,809.0711337,20110629
13,19,940.2999421,20110629
13,20,1100.734289,20110629
13,21,1285.087426,20110629
13,22,1486.077735,20110629
13,23,1692.504253,20110629
13,24,1892.340534,20110629
13,1,2074.177553,20110630
13,2,2230.359305,20110630
13,3,2367.624449,20110630
13,4,2495.537887,20110630
13,5,2620.574831,20110630
13,6,2746.779806,20110630
13,7,2871.564266,20110630
13,8,2990.809434,20110630
13,9,3100.908679,20110630
13,10,3198.786259,20110630
13,11,3283.172512,20110630
13,12,3353.979365,20110630
13,13,3411.087017,20110630
13,14,3453.470013,20110630
13,15,3479.167275,20110630
13,16,3483.38086,20110630
13,17,3461.230507,20110630
13,18,3410.343546,20110630
13,19,3330.005403,20110630
13,20,3223.626285,20110630
13,21,3096.1988,20110630
13,22,2954.920358,20110630
13,23,2807.210546,20110630
13,24,2659.172856,20110630
13,1,2515.73808,2011071
13,2,2378.462306,2011071
13,3,2248.135314,2011071
13,4,2125.353841,2011071
13,5,2008.781872,2011071
13,6,1897.598848,2011071
13,7,1795.05615,2011071
13,8,1704.357775,2011071
13,9,1624.446243,2011071
13,10,1553.43857,2011071
13,11,1490.411226,2011071
13,12,1434.758318,2011071
13,13,1386.185021,2011071
13,14,1344.761581,2011071
13,15,1311.707461,2011071
13,16,1287.971189,2011071
13,17,1272.268327,2011071
14,23,650.4484063,2011072
14,24,681.4088964,2011072
14,1,706.4749497,2011073
14,2,719.5710822,2011073
14,3,734.9705364,2011073
14,4,768.6988633,2011073
14,5,824.163848,2011073
14,6,904.3253095,2011073
14,7,1014.619383,2011073
14,8,1167.50056,2011073
14,9,1375.865353,2011073
14,10,1647.359995,2011073
14,11,1981.303431,2011073
14,12,2348.955716,2011073
14,13,2722.208887,2011073
14,14,3103.711855,2011073
14,15,3504.440514,2011073
14,16,3931.617631,2011073
14,17,4376.773193,2011073
14,18,4827.179988,2011073
14,19,5268.774814,2011073
14,20,5693.265237,2011073
14,21,6116.777887,2011073
14,22,6553.653372,2011073
14,23,6982.631381,2011073
14,24,7358.409702,2011073
14,1,7633.839471,2011074
14,2,7770.536327,2011074
14,3,7740.177514,2011074
14,4,7545.922194,2011074
14,5,7203.290118,2011074
14,6,6745.761492,2011074
14,7,6213.386504,2011074
14,8,5654.534804,2011074
14,9,5119.165811,2011074
14,10,4646.877807,2011074
14,11,4243.176004,2011074
14,12,3903.701922,2011074
14,13,3618.245273,2011074
14,14,3376.029576,2011074
14,15,3169.865397,2011074
14,16,2992.059263,2011074
14,17,2829.314508,2011074
14,18,2669.255794,2011074
14,19,2510.570637,2011074
14,20,2361.366084,2011074
14,21,2230.13196,2011074
14,22,2119.791783,2011074
14,23,2029.474555,2011074
14,24,1948.697519,2011074
15,8,480.2647315,2011077
15,9,469.6913817,2011077
15,10,458.850277,2011077
15,11,448.7810888,2011077
15,12,440.4479589,2011077
15,13,434.7961463,2011077
15,14,433.0592958,2011077
15,15,437.6245947,2011077
15,16,451.1676155,2011077
15,17,475.5818647,2011077
15,18,509.6325826,2011077
15,19,551.3029429,2011077
15,20,599.5059315,2011077
15,21,656.8737816,2011077
15,22,726.9685383,2011077
15,23,812.7140475,2011077
15,24,914.4813574,2011077
15,1,1032.003317,2011078
15,2,1164.855358,2011078
15,3,1311.983244,2011078
15,4,1472.17532,2011078
15,5,1644.219932,2011078
15,6,1826.632997,2011078
15,7,2016.840709,2011078
15,8,2211.996833,2011078
15,9,2408.022127,2011078
15,10,2595.905317,2011078
15,11,2765.402124,2011078
15,12,2907.239396,2011078
15,13,3016.028493,2011078
15,14,3087.351902,2011078
15,15,3118.58409,2011078
15,16,3114.26743,2011078
15,17,3080.736273,2011078
15,18,3025.371408,2011078
15,19,2959.739375,2011078
15,20,2896.453153,2011078
15,21,2847.106556,2011078
15,22,2819.216753,2011078
15,23,2819.281745,2011078
15,24,2853.799537,2011078
15,1,2927.180289,2011079
15,2,3035.482782,2011079
15,3,3172.677954,2011079
15,4,3332.445407,2011079
15,5,3507.299412,2011079
15,6,3689.462906,2011079
15,7,3871.885487,2011079
15,8,4050.42341,2011079
15,9,4221.659593,2011079
15,10,4381.315109,2011079
15,11,4521.663661,2011079
15,12,4634.117104,2011079
15,13,4711.181563,2011079
15,14,4749.740219,2011079
15,15,4747.770521,2011079
15,16,4704.381269,2011079
15,17,4623.206671,2011079
15,18,4509.012291,2011079
15,19,4366.563689,2011079
15,20,4201.122091,2011079
15,21,4019.931379,2011079
15,22,3830.731099,2011079
15,23,3640.396081,2011079
15,24,3452.342289,2011079
15,1,3269.120968,20110710
15,2,3093.247156,20110710
15,3,2927.09105,20110710
15,4,2772.986636,20110710
15,5,2633.074204,20110710
15,6,2508.719264,20110710
15,7,2401.093626,20110710
15,8,2311.003551,20110710
15,9,2237.79309,20110710
15,10,2180.440741,20110710
15,11,2138.185208,20110710
15,12,2111.306003,20110710
15,13,2100.34284,20110710
15,14,2105.835435,20110710
15,15,2127.426692,20110710
15,16,2161.172274,20110710
15,17,2202.231032,20110710
15,18,2245.798521,20110710
15,19,2287.217107,20110710
15,20,2321.86586,20110710
15,21,2345.838736,20110710
15,22,2358.08923,20110710
15,23,2358.285722,20110710
15,24,2346.537031,20110710
15,1,2324.713714,20110711
15,2,2295.126766,20110711
15,3,2259.858401,20110711
15,4,2220.075701,20110711
15,5,2176.716967,20110711
15,6,2130.551238,20110711
15,7,2081.670504,20110711
15,8,2029.997494,20110711
15,9,1975.454936,20110711
15,10,1918.54507,20110711
15,11,1862.088182,20110711
15,12,1809.484069,20110711
15,13,1763.494592,20110711
15,14,1724.329869,20110711
15,15,1691.56208,20110711
15,16,1664.626081,20110711
15,17,1642.407419,20110711
15,18,1623.654318,20110711
15,19,1607.570553,20110711
15,20,1595.182124,20110711
15,21,1587.970583,20110711
15,22,1587.02359,20110711
15,23,1591.853236,20110711
15,24,1601.577718,20110711
15,1,1615.211679,20110712
15,2,1631.355547,20110712
15,3,1648.506197,20110712
15,4,1665.160503,20110712
15,5,1680.35442,20110712
15,6,1695.280224,20110712
15,7,1711.669269,20110712
15,8,1730.812393,20110712
15,9,1752.238347,20110712
15,10,1775.035365,20110712
15,11,1798.288857,20110712
15,12,1821.072948,20110712
15,13,1842.458941,20110712
15,14,1861.590286,20110712
15,15,1877.89901,20110712
15,16,1890.889287,20110712
15,17,1900.265288,20110712
15,18,1906.531184,20110712
15,19,1910.391143,20110712
15,20,1912.371089,20110712
15,21,1912.283965,20110712
15,22,1909.764468,20110712
15,23,1904.447296,20110712
15,24,1896.381803,20110712
15,1,1887.27598,20110713
15,2,1879.252473,20110713
15,3,1873.747196,20110713
15,4,1869.44912,20110713
15,5,1864.360483,20110713
15,6,1856.581435,20110713
15,7,1844.603783,20110713
15,8,1827.017248,20110713
15,9,1802.714573,20110713
15,10,1771.800586,20110713
15,11,1734.68314,20110713
15,12,1691.942608,20110713
15,13,1644.849453,20110713
15,14,1594.846658,20110713
15,15,1543.430875,20110713
15,16,1492.313418,20110713
15,17,1443.25927,20110713
15,18,1398.033413,20110713
15,19,1357.948682,20110713
15,20,1322.509316,20110713
15,21,1290.76741,20110713
15,22,1261.92007,20110713
15,23,1235.744457,20110713
15,24,1212.162745,20110713
15,1,1190.919009,20110714
15,2,1171.044923,20110714
15,3,1151.394063,20110714
15,4,1131.110229,20110714
15,5,1110.498136,20110714
15,6,1090.152725,20110714
15,7,1070.676367,20110714
15,8,1052.701158,20110714
15,9,1036.866621,20110714
15,10,1023.781106,20110714
15,11,1013.928259,20110714
15,12,1007.76055,20110714
15,13,1005.730446,20110714
15,14,1008.311379,20110714
15,15,1016.060618,20110714
15,16,1029.556393,20110714
15,17,1049.440326,20110714
15,18,1076.607607,20110714
15,19,1112.016821,20110714
15,20,1156.01832,20110714
15,21,1206.529531,20110714
15,22,1260.859655,20110714
15,23,1316.486359,20110714
15,24,1371.561195,20110714
15,1,1424.404185,20110715
15,2,1473.873491,20110715
15,3,1520.97983,20110715
15,4,1567.272061,20110715
15,5,1613.754152,20110715
15,6,1659.250511,20110715
15,7,1702.04066,20110715
15,8,1740.404117,20110715
15,9,1772.649466,20110715
15,10,1797.201533,20110715
15,11,1812.514208,20110715
15,12,1817.504661,20110715
15,13,1812.943175,20110715
15,14,1800.063315,20110715
15,15,1780.12596,20110715
15,16,1754.501251,20110715
15,17,1724.586647,20110715
15,18,1691.736173,20110715
15,19,1657.130138,20110715
15,20,1621.905419,20110715
15,21,1587.129477,20110715
15,22,1553.592107,20110715
15,23,1522.013687,20110715
15,24,1492.617619,20110715
15,1,1463.639398,20110716
15,2,1432.817547,20110716
15,3,1397.890584,20110716
15,4,1357.453611,20110716
15,5,1313.528049,20110716
15,6,1268.9919,20110716
15,7,1226.450148,20110716
15,8,1187.415709,20110716
15,9,1153.128483,20110716
15,10,1124.6395,20110716
15,11,1102.244319,20110716
15,12,1086.049633,20110716
15,13,1075.69414,20110716
15,14,1068.944562,20110716
15,15,1063.099629,20110716
15,16,1055.976379,20110716
15,17,1047.46508,20110716
15,18,1037.974311,20110716
15,19,1027.946265,20110716
15,20,1017.957592,20110716
15,21,1008.618561,20110716
15,22,1000.539438,20110716
15,23,994.1077789,20110716
15,24,988.8202885,20110716
15,1,983.9509611,20110717
15,2,979.0009572,20110717
15,3,974.3801051,20110717
15,4,970.7253996,20110717
15,5,968.6345874,20110717
15,6,968.5484212,20110717
15,7,970.8684055,20110717
15,8,975.6775338,20110717
15,9,981.7847551,20110717
15,10,987.6805073,20110717
15,11,992.0279753,20110717
15,12,994.1813307,20110717
15,13,993.6674918,20110717
15,14,990.0509294,20110717
15,15,983.046325,20110717
15,16,972.4059126,20110717
15,17,957.8819262,20110717
15,18,939.6490732,20110717
15,19,919.5719556,20110717
15,20,899.9376486,20110717
15,21,882.5065511,20110717
15,22,866.9323545,20110717
15,23,852.3420739,20110717
15,24,837.7870768,20110717
15,1,822.0161413,20110718
15,2,803.7023985,20110718
15,3,781.5329763,20110718
15,4,754.2509912,20110718
15,5,720.6135571,20110718
16,5,285.9727259,20110726
16,6,279.4357477,20110726
16,7,273.7698757,20110726
16,8,269.7809902,20110726
16,9,266.6779558,20110726
16,10,263.2703831,20110726
16,11,258.7558318,20110726
16,12,253.8836573,20110726
16,13,249.7911643,20110726
16,14,247.2627564,20110726
16,15,245.6712346,20110726
16,16,244.1664801,20110726
16,17,242.418298,20110726
16,18,240.2264744,20110726
16,19,237.429161,20110726
16,20,234.0179722,20110726
16,21,230.0228876,20110726
16,22,225.5186966,20110726
16,23,220.7594259,20110726
16,24,216.0439113,20110726
16,1,211.9638733,20110727
16,2,210.2825694,20110727
16,3,212.3021294,20110727
16,4,216.3086348,20110727
16,5,219.8341552,20110727
16,6,221.283072,20110727
16,7,222.5490147,20110727
16,8,226.3979249,20110727
16,9,236.1048065,20110727
16,10,256.9809136,20110727
16,11,294.846563,20110727
16,12,357.0595157,20110727
16,13,457.1273109,20110727
16,14,608.5757024,20110727
16,15,818.8535251,20110727
16,16,1093.890384,20110727
16,17,1433.050481,20110727
16,18,1809.436407,20110727
16,19,2189.585347,20110727
16,20,2542.028731,20110727
16,21,2843.274956,20110727
16,22,3075.731661,20110727
16,23,3237.426486,20110727
16,24,3330.292069,20110727
16,1,3357.947984,20110728
16,2,3330.761541,20110728
16,3,3260.786987,20110728
16,4,3159.621757,20110728
16,5,3037.036049,20110728
16,6,2902.343251,20110728
16,7,2763.582538,20110728
16,8,2623.696235,20110728
16,9,2484.44099,20110728
16,10,2347.927608,20110728
16,11,2216.355436,20110728
16,12,2091.77995,20110728
16,13,1975.681147,20110728
16,14,1869.39516,20110728
16,15,1773.672401,20110728
16,16,1686.920423,20110728
16,17,1606.961064,20110728
16,18,1532.178654,20110728
16,19,1463.207506,20110728
16,20,1400.916969,20110728
16,21,1344.866552,20110728
16,22,1294.288303,20110728
16,23,1248.548524,20110728
16,24,1207.550512,20110728
16,1,1171.331818,20110729
16,2,1139.862918,20110729
16,3,1112.845995,20110729
16,4,1089.91616,20110729
16,5,1070.194147,20110729
16,6,1050.743182,20110729
16,7,1029.014326,20110729
16,8,1006.067489,20110729
16,9,983.8647934,20110729
16,10,963.6919844,20110729
16,11,944.1293031,20110729
16,12,923.080614,20110729
16,13,899.1752249,20110729
16,14,873.9442155,20110729
16,15,849.6441085,20110729
16,16,828.0141578,20110729
16,17,808.7245426,20110729
16,18,791.1305198,20110729
16,19,775.396733,20110729
16,20,761.8901727,20110729
16,21,750.7293651,20110729
16,22,741.03898,20110729
16,23,731.6952232,20110729
16,24,721.7996853,20110729
16,1,711.3554976,20110730
16,2,700.5911765,20110730
16,3,690.476718,20110730
16,4,684.9480381,20110730
16,5,687.3689736,20110730
16,6,695.8491239,20110730
16,7,707.1845295,20110730
16,8,718.4516289,20110730
16,9,727.848454,20110730
16,10,733.8534351,20110730
16,11,735.1736355,20110730
16,12,731.4306511,20110730
16,13,722.8197527,20110730
16,14,710.9163774,20110730
16,15,697.641004,20110730
16,16,684.9009317,20110730
16,17,674.5507424,20110730
16,18,668.4318384,20110730
16,19,667.6855948,20110730
16,20,670.653277,20110730
16,21,674.976123,20110730
16,22,678.5018196,20110730
16,23,679.9038487,20110730
16,24,678.5257635,20110730
16,1,675.56561,20110731
16,2,672.685057,20110731
16,3,670.8218786,20110731
16,4,668.0182704,20110731
16,5,661.5925335,20110731
16,6,650.2908737,20110731
16,7,638.5711157,20110731
16,8,632.3189892,20110731
16,9,634.9849774,20110731
16,10,640.278578,20110731
16,11,641.2173773,20110731
16,12,637.7923026,20110731
16,13,631.7376167,20110731
16,14,624.5396846,20110731
16,15,616.6932807,20110731
16,16,608.4452822,20110731
16,17,600.2211775,20110731
16,18,593.1609017,20110731
16,19,588.5830012,20110731
16,20,587.5708503,20110731
16,21,590.2671344,20110731
16,22,596.111653,20110731
16,23,602.6733528,20110731
16,24,607.053467,20110731
16,1,607.2165189,2011081
16,2,604.5801926,2011081
16,3,601.4254619,2011081
16,4,599.3788847,2011081
16,5,597.4493536,2011081
16,6,593.9913448,2011081
16,7,588.1578356,2011081
16,8,582.2958081,2011081
16,9,578.9831377,2011081
16,10,578.5272691,2011081
16,11,580.6680398,2011081
16,12,585.0202207,2011081
16,13,590.6983187,2011081
16,14,596.6917743,2011081
16,15,601.708389,2011081
16,16,603.3294073,2011081
16,17,599.8743979,2011081
16,18,593.7427849,2011081
16,19,588.3539557,2011081
16,20,586.2619199,2011081
16,21,586.5591748,2011081
16,22,587.4728397,2011081
16,23,587.5421961,2011081
16,24,586.5551755,2011081
16,1,584.6118717,2011082
16,2,581.9368209,2011082
16,3,579.25233,2011082
16,4,577.3060923,2011082
16,5,576.4495762,2011082
16,6,576.9351939,2011082
16,7,578.7946068,2011082
16,8,581.1764735,2011082
16,9,583.0087019,2011082
16,10,583.4366394,2011082
16,11,582.4753903,2011082
16,12,580.3574987,2011082
16,13,577.026017,2011082
16,14,571.266033,2011082
16,15,562.0868764,2011082
16,16,550.5528089,2011082
16,17,538.2418256,2011082
16,18,526.7308987,2011082
16,19,517.5929101,2011082
16,20,512.3997192,2011082
16,21,512.1068065,2011082
16,22,515.2041366,2011082
16,23,519.5652953,2011082
16,24,523.0599894,2011082
16,1,523.5424081,2011083
16,2,519.5581421,2011083
16,3,512.433903,2011083
16,4,504.1916829,2011083
16,5,496.5724956,2011083
16,6,490.1934419,2011083
16,7,485.3906441,2011083
16,8,482.4489913,2011083
16,9,481.4484393,2011083
16,10,482.4177102,2011083
16,11,485.0278024,2011083
16,12,487.5188185,2011083
16,13,488.420997,2011083
16,14,488.8560154,2011083
16,15,490.5934108,2011083
16,16,495.2884008,2011083
16,17,504.1389247,2011083
17,8,236.9047767,20110816
17,9,227.665691,20110816
17,10,224.3553524,20110816
17,11,224.6078137,20110816
17,12,226.656739,20110816
17,13,239.1878868,20110816
17,14,271.5972099,20110816
17,15,325.669343,20110816
17,16,403.8638175,20110816
17,17,518.9510669,20110816
17,18,681.6411079,20110816
17,19,884.0913874,20110816
17,20,1108.964684,20110816
17,21,1319.497674,20110816
17,22,1482.939749,20110816
17,23,1602.017271,20110816
17,24,1688.787452,20110816
17,1,1757.153937,20110817
17,2,1825.931131,20110817
17,3,1931.730023,20110817
17,4,2110.305846,20110817
17,5,2376.194201,20110817
17,6,2731.245044,20110817
17,7,3147.785364,20110817
17,8,3583.180543,20110817
17,9,3964.472509,20110817
17,10,4226.546628,20110817
17,11,4365.985499,20110817
17,12,4394.796026,20110817
17,13,4326.952032,20110817
17,14,4184.29503,20110817
17,15,3990.234419,20110817
17,16,3766.583463,20110817
17,17,3535.779832,20110817
17,18,3324.354948,20110817
17,19,3157.304815,20110817
17,20,3049.39001,20110817
17,21,3010.916889,20110817
17,22,3044.610361,20110817
17,23,3146.90547,20110817
17,24,3296.659256,20110817
17,1,3468.476906,20110818
17,2,3637.534218,20110818
17,3,3782.183113,20110818
17,4,3892.909414,20110818
17,5,3965.962229,20110818
17,6,4008.509903,20110818
17,7,4028.870238,20110818
17,8,4029.039621,20110818
17,9,4008.850452,20110818
17,10,3965.8006,20110818
17,11,3896.88308,20110818
17,12,3799.40601,20110818
17,13,3672.758323,20110818
17,14,3524.337089,20110818
17,15,3363.317383,20110818
17,16,3197.978144,20110818
17,17,3035.874497,20110818
17,18,2882.562445,20110818
17,19,2741.707529,20110818
17,20,2611.412549,20110818
17,21,2487.695758,20110818
17,22,2363.799956,20110818
17,23,2235.933394,20110818
17,24,2114.941589,20110818
17,1,2012.21156,20110819
17,2,1926.659065,20110819
17,3,1853.625672,20110819
17,4,1786.627466,20110819
17,5,1720.491955,20110819
17,6,1657.117834,20110819
17,7,1598.930418,20110819
17,8,1543.390325,20110819
17,9,1487.548054,20110819
17,10,1431.778301,20110819
17,11,1377.408103,20110819
17,12,1326.249657,20110819
17,13,1279.631138,20110819
17,14,1236.45948,20110819
17,15,1195.036307,20110819
17,16,1154.248517,20110819
17,17,1115.324094,20110819
17,18,1080.157214,20110819
17,19,1050.965725,20110819
17,20,1029.507887,20110819
17,21,1015.379934,20110819
17,22,1006.485561,20110819
17,23,996.1203413,20110819
17,24,979.3017765,20110819
17,1,962.5431971,20110820
17,2,952.5939955,20110820
17,3,945.6519792,20110820
17,4,935.5963864,20110820
17,5,917.5837609,20110820
17,6,889.7444505,20110820
17,7,860.8267125,20110820
17,8,839.8866979,20110820
17,9,826.5942231,20110820
17,10,818.2140707,20110820
17,11,811.7772244,20110820
17,12,804.7325685,20110820
17,13,796.4343899,20110820
17,14,786.5378979,20110820
17,15,773.9965879,20110820
17,16,757.5551769,20110820
17,17,735.8249808,20110820
17,18,708.706523,20110820
17,19,681.390559,20110820
17,20,659.9914978,20110820
17,21,649.028132,20110820
17,22,650.2812841,20110820
17,23,656.1755117,20110820
17,24,658.2549645,20110820
17,1,653.8984255,20110821
17,2,642.8930573,20110821
17,3,628.8249093,20110821
17,4,614.8559669,20110821
17,5,598.653075,20110821
17,6,578.0247707,20110821
17,7,556.8415013,20110821
17,8,539.6663441,20110821
17,9,527.7709858,20110821
17,10,521.5974242,20110821
17,11,521.560294,20110821
17,12,528.6365141,20110821
18,7,65.79773515,2012075
18,8,75.79648347,2012075
18,9,80.6812769,2012075
18,10,82.02278094,2012075
18,11,82.63790674,2012075
18,12,86.37179331,2012075
18,13,93.62472647,2012075
18,14,89.98935129,2012075
18,15,65.31427196,2012075
18,16,41.27956978,2012075
18,17,39.53596958,2012075
18,18,49.78529319,2012075
18,19,56.41113595,2012075
18,20,54.47309047,2012075
18,21,47.9998581,2012075
18,22,60.28462757,2012075
18,23,97.17689556,2012075
18,24,159.7692007,2012075
18,1,253.8700512,2012076
18,2,381.7881231,2012076
18,3,527.1167953,2012076
18,4,672.9100118,2012076
18,5,818.7792744,2012076
18,6,962.1564137,2012076
18,7,1075.197018,2012076
18,8,1137.365674,2012076
18,9,1182.639203,2012076
18,10,1261.226523,2012076
18,11,1433.752705,2012076
18,12,1756.270034,2012076
18,13,2256.123489,2012076
18,14,2937.127816,2012076
18,15,3737.68414,2012076
18,16,4549.927048,2012076
18,17,5190.156921,2012076
18,18,5620.03429,2012076
18,19,5849.592222,2012076
18,20,5907.080637,2012076
18,21,5827.251736,2012076
18,22,5652.650007,2012076
18,23,5425.827711,2012076
18,24,5181.575921,2012076
18,1,4948.382877,2012077
18,2,4737.286679,2012077
18,3,4551.537824,2012077
18,4,4380.686555,2012077
18,5,4210.748044,2012077
18,6,4027.297451,2012077
18,7,3820.948752,2012077
18,8,3602.911206,2012077
18,9,3387.059481,2012077
18,10,3176.881679,2012077
18,11,2971.570836,2012077
18,12,2770.273977,2012077
18,13,2573.765723,2012077
18,14,2386.654137,2012077
18,15,2227.253442,2012077
18,16,2110.406246,2012077
18,17,2023.362527,2012077
18,18,1947.101111,2012077
18,19,1865.108845,2012077
18,20,1767.427507,2012077
18,21,1667.810574,2012077
18,22,1582.167153,2012077
18,23,1511.317177,2012077
19,4,184.8197857,20120713
19,5,180.1548053,20120713
19,6,173.1407253,20120713
19,7,163.948898,20120713
19,8,153.0828811,20120713
19,9,142.0465093,20120713
19,10,133.0521955,20120713
19,11,130.146386,20120713
19,12,136.3852367,20120713
19,13,149.0297086,20120713
19,14,164.3100779,20120713
19,15,180.1290741,20120713
19,16,194.5481977,20120713
19,17,204.8389914,20120713
19,18,209.0033161,20120713
19,19,206.2742156,20120713
19,20,199.8198064,20120713
19,21,193.1038992,20120713
19,22,186.8380118,20120713
19,23,181.0479279,20120713
19,24,175.768788,20120713
19,1,170.9662839,20120714
19,2,166.3189572,20120714
19,3,161.4395705,20120714
19,4,155.9649237,20120714
19,5,149.6294887,20120714
19,6,142.5343888,20120714
19,7,134.8938952,20120714
19,8,127.0082199,20120714
19,9,119.8616382,20120714
19,10,117.0887407,20120714
19,11,122.0778588,20120714
19,12,134.5819742,20120714
19,13,152.5552263,20120714
19,14,170.3917356,20120714
19,15,183.0695589,20120714
19,16,191.4625188,20120714
19,17,197.8769848,20120714
19,18,204.4537492,20120714
19,19,212.7078311,20120714
19,20,221.8167344,20120714
19,21,230.9902546,20120714
19,22,241.9048694,20120714
19,23,256.3231774,20120714
19,24,273.8855778,20120714
19,1,294.044423,20120715
19,2,317.6220751,20120715
19,3,345.5859826,20120715
19,4,378.1139259,20120715
19,5,415.2977927,20120715
19,6,457.6755651,20120715
19,7,506.1821397,20120715
19,8,562.8939755,20120715
19,9,630.0373332,20120715
19,10,709.2961176,20120715
19,11,802.9522752,20120715
19,12,916.2222745,20120715
19,13,1054.146309,20120715
19,14,1218.124952,20120715
19,15,1407.746074,20120715
19,16,1618.986368,20120715
19,17,1845.581529,20120715
19,18,2075.914461,20120715
19,19,2296.49767,20120715
19,20,2491.71487,20120715
19,21,2647.333273,20120715
19,22,2756.782871,20120715
19,23,2816.987109,20120715
19,24,2831.180478,20120715
19,1,2804.816873,20120716
19,2,2745.916782,20120716
19,3,2663.07254,20120716
19,4,2564.597286,20120716
19,5,2458.162455,20120716
19,6,2349.151877,20120716
19,7,2241.54401,20120716
19,8,2135.983442,20120716
19,9,2032.238399,20120716
19,10,1929.905537,20120716
19,11,1830.039527,20120716
19,12,1739.698651,20120716
19,13,1664.245654,20120716
19,14,1596.257483,20120716
19,15,1526.666816,20120716
19,16,1452.615031,20120716
19,17,1373.534496,20120716
19,18,1291.812834,20120716
19,19,1210.803552,20120716
19,20,1134.768416,20120716
19,21,1067.982119,20120716
19,22,1013.862804,20120716
19,23,974.5046038,20120716
19,24,947.5621514,20120716
19,1,929.6042269,20120717
19,2,917.2956892,20120717
20,22,63.57928546,20120814
20,23,65.96683605,20120814
20,24,69.46720861,20120814
20,1,74.2087314,20120815
20,2,80.2773562,20120815
20,3,87.74844063,20120815
20,4,96.68538652,20120815
20,5,107.1037723,20120815
20,6,119.0072206,20120815
20,7,132.3809163,20120815
20,8,147.1362934,20120815
20,9,163.1663483,20120815
20,10,180.3640773,20120815
20,11,198.6012302,20120815
20,12,217.6645711,20120815
20,13,237.3196173,20120815
20,14,257.3307559,20120815
20,15,277.4578531,20120815
20,16,297.4596447,20120815
20,17,317.1353827,20120815
20,18,336.4463833,20120815
20,19,355.394479,20120815
20,20,373.9639155,20120815
20,21,392.0685929,20120815
20,22,409.6048247,20120815
20,23,426.4641008,20120815
20,24,442.5186163,20120815
20,1,457.6357426,20120816
20,2,471.7130199,20120816
20,3,484.7686637,20120816
20,4,496.8510581,20120816
20,5,508.0085873,20120816
20,6,518.3115565,20120816
20,7,527.9179557,20120816
20,8,537.007696,20120816
20,9,545.7728668,20120816
20,10,554.454271,20120816
20,11,563.3048894,20120816
20,12,572.5255025,20120816
20,13,582.1080877,20120816
20,14,591.9924215,20120816
20,15,602.1069363,20120816
20,16,612.3346873,20120816
20,17,622.5473851,20120816
20,18,632.6326661,20120816
20,19,642.541869,20120816
20,20,652.2422579,20120816
20,21,661.7010972,20120816
20,22,670.8544796,20120816
20,23,679.5138123,20120816
20,24,687.4593307,20120816
20,1,694.4932487,20120817
20,2,700.5056924,20120817
20,3,705.4087663,20120817
20,4,709.144885,20120817
20,5,711.7777041,20120817
20,6,713.4011898,20120817
20,7,714.0996444,20120817
20,8,713.9187165,20120817
20,9,712.894391,20120817
20,10,711.0537544,20120817
20,11,708.3883,20120817
20,12,704.8806228,20120817
20,13,700.5133178,20120817
20,14,695.2524584,20120817
20,15,688.9980318,20120817
20,16,681.6335038,20120817
20,17,673.0840666,20120817
20,18,663.4418185,20120817
