code,tot_pop,type_as,region,type_im,area,num_empty,type_qual,fee_deposit,fee_rent,sub,bus,num_park,target
C2034,1486,1,8,8,23.4,2,4,31980200,291110,1,3,405,132
C2034,1486,1,8,8,23.4,2,4,24665000,168520,1,3,405,132
C2034,1486,1,8,8,23.4,2,4,6.30E+07,133780,1,3,405,132
C2034,1486,1,8,8,27.55,2,4,12571000,102800,1,3,405,132
C2034,1486,1,8,8,29.17,2,4,8133000,138280,1,3,405,132
C2034,1486,1,8,8,31.92,2,4,37454000,131000,1,3,405,132
C2034,1486,1,8,8,32.1,2,4,16520000,590000,1,3,405,132
C2034,1486,1,8,8,32.1,2,4,16737000,105280,1,3,405,132
C2034,1486,1,8,8,32.1,2,4,14863000,142310,1,3,405,132
C2034,1486,1,8,8,32.1,2,4,6873000,620000,1,3,405,132
C2034,1486,1,8,8,32.1,2,4,15729000,176230,1,3,405,132
C2034,1486,1,8,8,32.1,2,4,6.10E+07,104050,1,3,405,132
C2034,1486,1,8,8,32.1,2,4,8738000,286370,1,3,405,132
C2034,1486,1,8,8,32.1,2,4,12387000,40670,1,3,405,132
C2034,1486,1,8,8,32.6,2,4,15577000,81200,1,3,405,132
C2034,1486,1,8,8,36.57,2,4,28214000,77110,1,3,405,132
C2034,1486,1,8,8,50.08,2,4,10500000,105280,1,3,405,132
C2034,1486,1,8,8,72.26,2,4,27961000,160960,1,3,405,132
C2034,1486,1,8,8,240.22,2,4,20525000,179040,1,3,405,132
C1109,1957,0,8,7,26.37,1,3,5787000,79980,1,2,351,313
C1109,1957,0,8,7,31.32,1,3,6873000,94990,1,2,351,313
C1109,1957,1,8,8,30,1,4,20847000,21120,1,2,351,313
C1109,1957,1,8,8,21.85,1,4,27961000,92900,1,2,351,313
C1109,1957,1,8,8,21.94,1,4,13986000,122210,1,2,351,313
C1109,1957,1,8,8,21.98,1,4,17451000,109270,1,2,351,313
C1109,1957,1,8,8,21.98,1,4,21768000,520000,1,2,351,313
C1109,1957,1,8,8,21.98,1,4,24350000,119920,1,2,351,313
C1109,1957,1,8,8,21.98,1,4,8684000,324430,1,2,351,313
C1109,1957,1,8,8,22.24,1,4,32459000,165200,1,2,351,313
C1109,1957,1,8,8,23.35,1,4,27252000,152680,1,2,351,313
C1109,1957,1,8,8,25.98,1,4,13007000,80790,1,2,351,313
C1109,1957,1,8,8,26.53,1,4,12015000,83000,1,2,351,313
C1109,1957,1,8,8,28.38,1,4,14418000,122880,1,2,351,313
C1109,1957,1,8,8,28.45,1,4,12906000,99000,1,2,351,313
C1109,1957,1,8,8,33.39,1,4,26217000,135000,1,2,351,313
C1109,1957,1,8,8,33.51,1,4,16129000,136250,1,2,351,313
C1109,1957,1,8,8,33.51,1,4,21931000,149810,1,2,351,313
C1109,1957,1,8,8,33.51,1,4,41372000,105280,1,2,351,313
C1109,1957,1,8,8,36.76,1,4,23281000,1058030,1,2,351,313
C1109,1957,1,8,8,52.5,1,4,19572000,127670,1,2,351,313
C1109,1957,1,8,8,401.5,1,4,44348000,194730,1,2,351,313
C1497,802,0,8,3,39.41,7,1,13554000,171810,1,14,375,382
C1497,802,0,8,3,39.43,7,1,12953000,165340,1,14,375,382
C2289,1527,0,8,7,26.37,2,3,5787000,79980,0,3,240,364
C2289,1527,0,8,7,26.37,2,3,5787000,79980,0,3,240,364
C2289,1527,0,8,7,31.32,2,3,6873000,94990,0,3,240,364
C2289,1527,0,8,7,31.32,2,3,6873000,94990,0,3,240,364
C2289,1527,1,8,8,38,2,4,34082000,99720,0,3,240,364
C2289,1527,1,8,8,38,2,4,15407000,110960,0,3,240,364
C2289,1527,1,8,8,37.26,2,4,21555000,215550,0,3,240,364
C2289,1527,1,8,8,37.41,2,4,18581000,259660,0,3,240,364
C2289,1527,1,8,8,37.41,2,4,34810000,151110,0,3,240,364
C2289,1527,1,8,8,37.41,2,4,9074000,73240,0,3,240,364
C2289,1527,1,8,8,37.49,2,4,24775000,231630,0,3,240,364
C2289,1527,1,8,8,37.95,2,4,16129000,154790,0,3,240,364
C2289,1527,1,8,8,37.95,2,4,34800000,450000,0,3,240,364
C2289,1527,1,8,8,38.04,2,4,19819000,156030,0,3,240,364
C2289,1527,1,8,8,39.33,2,4,12571000,330740,0,3,240,364
C2289,1527,1,8,8,39.33,2,4,13946000,180350,0,3,240,364
C2289,1527,1,8,8,39.33,2,4,16971000,120060,0,3,240,364
C2289,1527,1,8,8,54.51,2,4,24350000,1058030,0,3,240,364
C2289,1527,1,8,8,54.51,2,4,15046000,90460,0,3,240,364
C2289,1527,1,8,8,54.51,2,4,8635000,68620,0,3,240,364
C2289,1527,1,8,8,54.6,2,4,25233000,269610,0,3,240,364
C2289,1527,1,8,8,54.61,2,4,8112000,253520,0,3,240,364
C2289,1527,1,8,8,75.98,2,4,34140000,43380,0,3,240,364
C2289,1527,1,8,8,583.4,2,4,37164000,81540,0,3,240,364
C2597,1005,0,8,7,26.37,25,3,5787000,79980,0,2,166,94
C2597,1005,0,8,7,26.37,25,3,5787000,79980,0,2,166,94
C2597,1005,0,8,7,31.32,25,3,6873000,94990,0,2,166,94
C2597,1005,1,8,8,15,25,4,18279000,74510,0,2,166,94
C2597,1005,1,8,8,19.25,25,4,31711000,297220,0,2,166,94
C2597,1005,1,8,8,19.25,25,4,117309000,229990,0,2,166,94
C2597,1005,1,8,8,22.89,25,4,21271000,109840,0,2,166,94
C2597,1005,1,8,8,23.88,25,4,13345000,87960,0,2,166,94
C2597,1005,1,8,8,23.91,25,4,21497000,136710,0,2,166,94
C2597,1005,1,8,8,24.38,25,4,21096000,148320,0,2,166,94
C2597,1005,1,8,8,24.38,25,4,21221000,181950,0,2,166,94
C2597,1005,1,8,8,27.5,25,4,14418000,164660,0,2,166,94
C2597,1005,1,8,8,27.5,25,4,24402000,69900,0,2,166,94
C2597,1005,1,8,8,27.75,25,4,40572000,167230,0,2,166,94
C2597,1005,1,8,8,27.75,25,4,16875000,142310,0,2,166,94
C2597,1005,1,8,8,27.75,25,4,7172000,132480,0,2,166,94
C2597,1005,1,8,8,27.75,25,4,15376000,131980,0,2,166,94
C2597,1005,1,8,8,27.75,25,4,14830000,468450,0,2,166,94
C2597,1005,1,8,8,27.75,25,4,20677000,237740,0,2,166,94
C2597,1005,1,8,8,27.75,25,4,21221000,211820,0,2,166,94
C2597,1005,1,8,8,28.19,25,4,54829000,97600,0,2,166,94
C2597,1005,1,8,8,28.88,25,4,21555000,409500,0,2,166,94
C2597,1005,1,8,8,28.88,25,4,36036000,80790,0,2,166,94
C2597,1005,1,8,8,28.88,25,4,115052000,201730,0,2,166,94
C2597,1005,1,8,8,28.88,25,4,35924000,360000,0,2,166,94
C2597,1005,1,8,8,28.88,25,4,19897000,132480,0,2,166,94
C2597,1005,1,8,8,42.35,25,4,54132000,141830,0,2,166,94
C2597,1005,1,8,8,42.4,25,4,41505000,170610,0,2,166,94
C2597,1005,1,8,8,55.17,25,4,5.30E+07,215550,0,2,166,94
C2597,1005,1,8,8,55.17,25,4,14418000,100690,0,2,166,94
C2597,1005,1,8,8,55.5,25,4,14663000,168810,0,2,166,94
C2597,1005,1,8,8,248.56,25,4,11774000,141770,0,2,166,94
C2310,1988,0,8,7,26.37,1,3,5787000,79980,0,2,217,189
C2310,1988,0,8,7,26.37,1,3,5787000,79980,0,2,217,189
C2310,1988,0,8,7,31.32,1,3,6873000,94990,0,2,217,189
C2310,1988,1,8,8,38,1,4,27044000,74860,0,2,217,189
C2310,1988,1,8,8,38,1,4,15130000,204150,0,2,217,189
C2310,1988,1,8,8,37.26,1,4,63585000,94990,0,2,217,189
C2310,1988,1,8,8,37.41,1,4,44348000,284650,0,2,217,189
C2310,1988,1,8,8,37.41,1,4,31711000,88120,0,2,217,189
C2310,1988,1,8,8,37.41,1,4,11303000,78780,0,2,217,189
C2310,1988,1,8,8,37.49,1,4,12864000,119160,0,2,217,189
C2310,1988,1,8,8,37.95,1,4,19787000,264350,0,2,217,189
C2310,1988,1,8,8,37.95,1,4,18301000,277190,0,2,217,189
C2310,1988,1,8,8,38.04,1,4,3.90E+07,200830,0,2,217,189
C2310,1988,1,8,8,39.33,1,4,13101000,91670,0,2,217,189
C2310,1988,1,8,8,39.33,1,4,8738000,131290,0,2,217,189
C2310,1988,1,8,8,39.33,1,4,21015000,111090,0,2,217,189
C2310,1988,1,8,8,54.51,1,4,12906000,162030,0,2,217,189
C2310,1988,1,8,8,54.51,1,4,8707000,460000,0,2,217,189
C2310,1988,1,8,8,54.51,1,4,43990000,138280,0,2,217,189
C2310,1988,1,8,8,54.6,1,4,39064000,142310,0,2,217,189
C2310,1988,1,8,8,54.61,1,4,27465000,248380,0,2,217,189
C2310,1988,1,8,8,75.98,1,4,61224000,380000,0,2,217,189
C2310,1988,1,8,8,583.4,1,4,31834000,161020,0,2,217,189
C1672,1350,0,8,6,51.88,15,1,17417000,213320,0,1,1043,873
C1672,1350,0,8,6,59.63,15,1,20018000,246330,0,1,1043,873
C2132,2428,0,8,7,26.37,1,6,3912000,67260,0,1,756,359
C2132,2428,0,8,7,26.37,1,6,3912000,67260,0,1,756,359
C2132,2428,0,8,7,31.32,1,3,6873000,94990,0,1,756,359
C2132,2428,0,8,7,31.32,1,6,4646000,79890,0,1,756,359
C2132,2428,1,8,8,15,1,4,114953000,1.00E+05,0,1,756,359
C2132,2428,1,8,8,15,1,4,69600000,225100,0,1,756,359
C2132,2428,1,8,8,38,1,4,19893000,305650,0,1,756,359
C2132,2428,1,8,8,38,1,4,5787000,105870,0,1,756,359
C2132,2428,1,8,8,16.57,1,4,13554000,152510,0,1,756,359
C2132,2428,1,8,8,18.38,1,4,14418000,141770,0,1,756,359
C2132,2428,1,8,8,18.38,1,4,4682000,270660,0,1,756,359
C2132,2428,1,8,8,20.9,1,4,38077000,68400,0,1,756,359
C2132,2428,1,8,8,20.9,1,4,14278000,143510,0,1,756,359
C2132,2428,1,8,8,20.9,1,4,3141000,121070,0,1,756,359
C2132,2428,1,8,8,20.9,1,4,18767000,100920,0,1,756,359
C2132,2428,1,8,8,21.94,1,4,32443000,86140,0,1,756,359
C2132,2428,1,8,8,23.35,1,4,11869000,131000,0,1,756,359
C2132,2428,1,8,8,26.25,1,4,16213000,102350,0,1,756,359
C2132,2428,1,8,8,26.25,1,4,16102000,106530,0,1,756,359
C2132,2428,1,8,8,28.38,1,4,64400000,317500,0,1,756,359
C2132,2428,1,8,8,28.5,1,4,13909000,440000,0,1,756,359
C2132,2428,1,8,8,33.15,1,4,18175000,422950,0,1,756,359
C2132,2428,1,8,8,33.31,1,4,10602000,74890,0,1,756,359
C2132,2428,1,8,8,33.39,1,4,13357000,132770,0,1,756,359
C2132,2428,1,8,8,33.51,1,4,14418000,95960,0,1,756,359
C2132,2428,1,8,8,33.51,1,4,21027000,112860,0,1,756,359
C2132,2428,1,8,8,33.51,1,4,11175000,122210,0,1,756,359
C2132,2428,1,8,8,37.26,1,4,14181000,81760,0,1,756,359
C2132,2428,1,8,8,37.41,1,4,9154000,117330,0,1,756,359
C2132,2428,1,8,8,37.41,1,4,25233000,221980,0,1,756,359
C2132,2428,1,8,8,37.41,1,4,43357000,119460,0,1,756,359
C2132,2428,1,8,8,37.49,1,4,7794000,215550,0,1,756,359
C2132,2428,1,8,8,37.95,1,4,39354000,207930,0,1,756,359
C2132,2428,1,8,8,37.95,1,4,2.60E+07,132520,0,1,756,359
C2132,2428,1,8,8,38.04,1,4,19349000,107060,0,1,756,359
C2132,2428,1,8,8,39.33,1,4,4.50E+07,520000,0,1,756,359
C2132,2428,1,8,8,39.33,1,4,13216000,106090,0,1,756,359
C2132,2428,1,8,8,39.33,1,4,48312000,110500,0,1,756,359
C2132,2428,1,8,8,40.39,1,4,13979000,82600,0,1,756,359
C2132,2428,1,8,8,54.51,1,4,19050000,134410,0,1,756,359
C2132,2428,1,8,8,54.51,1,4,11532000,118580,0,1,756,359
C2132,2428,1,8,8,54.51,1,4,37419000,245280,0,1,756,359
C2132,2428,1,8,8,54.6,1,4,11774000,175260,0,1,756,359
C2132,2428,1,8,8,54.61,1,4,9859000,142310,0,1,756,359
C2132,2428,1,8,8,75.98,1,4,19451000,520000,0,1,756,359
C2132,2428,1,8,8,407.97,1,4,78080000,126960,0,1,756,359
C2132,2428,1,8,8,583.4,1,4,8738000,87840,0,1,756,359
C1439,1755,0,8,7,26.37,29,3,5787000,79980,1,3,270,172
C1439,1755,0,8,7,31.32,29,3,6873000,94990,1,3,270,172
C1439,1755,0,8,7,40.32,29,3,8848000,122290,1,3,270,172
C1439,1755,1,8,8,15,29,4,13813000,127650,1,3,270,172
C1439,1755,1,8,8,15,29,4,35924000,149760,1,3,270,172
C1439,1755,1,8,8,15,29,4,16102000,221730,1,3,270,172
C1439,1755,1,8,8,15,29,4,5787000,514000,1,3,270,172
C1439,1755,1,8,8,16.57,29,4,7645000,37360,1,3,270,172
C1439,1755,1,8,8,16.57,29,4,23520000,192000,1,3,270,172
C1439,1755,1,8,8,18.38,29,4,15729000,110500,1,3,270,172
C1439,1755,1,8,8,18.38,29,4,32896000,112590,1,3,270,172
C1439,1755,1,8,8,18.38,29,4,41572000,118320,1,3,270,172
C1439,1755,1,8,8,18.38,29,4,42909000,480000,1,3,270,172
C1439,1755,1,8,8,20.9,29,4,21889000,141830,1,3,270,172
C1439,1755,1,8,8,20.9,29,4,13533000,240860,1,3,270,172
C1439,1755,1,8,8,20.9,29,4,14616000,332510,1,3,270,172
C1439,1755,1,8,8,20.9,29,4,43990000,160210,1,3,270,172
C1439,1755,1,8,8,20.9,29,4,15607000,221500,1,3,270,172
C1439,1755,1,8,8,20.9,29,4,39064000,179270,1,3,270,172
C1439,1755,1,8,8,20.9,29,4,12563000,109400,1,3,270,172
C1439,1755,1,8,8,20.9,29,4,5.50E+07,87710,1,3,270,172
C1439,1755,1,8,8,21.94,29,4,24665000,123750,1,3,270,172
C1439,1755,1,8,8,21.94,29,4,10803000,151110,1,3,270,172
C1439,1755,1,8,8,23.35,29,4,16737000,87940,1,3,270,172
C1439,1755,1,8,8,23.35,29,4,21220000,80290,1,3,270,172
C1439,1755,1,8,8,26.25,29,4,13101000,244420,1,3,270,172
C1439,1755,1,8,8,26.25,29,4,31575000,136250,1,3,270,172
C1439,1755,1,8,8,26.25,29,4,26200000,231630,1,3,270,172
C1439,1755,1,8,8,26.25,29,4,12015000,630000,1,3,270,172
C1439,1755,1,8,8,28.38,29,4,13986000,139970,1,3,270,172
C1439,1755,1,8,8,28.5,29,4,19895000,123750,1,3,270,172
C1439,1755,1,8,8,28.5,29,4,26200000,162000,1,3,270,172
C1439,1755,1,8,8,33.15,29,4,32443000,190640,1,3,270,172
C1439,1755,1,8,8,33.15,29,4,21221000,84880,1,3,270,172
C1439,1755,1,8,8,33.31,29,4,8943000,87710,1,3,270,172
C1439,1755,1,8,8,33.31,29,4,16800000,83020,1,3,270,172
C1439,1755,1,8,8,33.39,29,4,22067000,77110,1,3,270,172
C1439,1755,1,8,8,33.39,29,4,16800000,189080,1,3,270,172
C1439,1755,1,8,8,33.51,29,4,45613000,188900,1,3,270,172
C1439,1755,1,8,8,33.51,29,4,54612000,144180,1,3,270,172
C1439,1755,1,8,8,33.51,29,4,29209000,207930,1,3,270,172
C1439,1755,1,8,8,33.51,29,4,21221000,94820,1,3,270,172
C1439,1755,1,8,8,33.51,29,4,10602000,297220,1,3,270,172
C1439,1755,1,8,8,40.39,29,4,12947000,68450,1,3,270,172
C1439,1755,1,8,8,40.39,29,4,5.40E+07,188260,1,3,270,172
C1439,1755,1,8,8,61.89,29,4,29962000,110530,1,3,270,172
C1439,1755,1,8,8,404.65,29,4,11983000,627080,1,3,270,172
C1439,1755,1,8,8,404.65,29,4,9.00E+06,298900,1,3,270,172
C1613,840,0,8,6,51.49,7,1,20163000,255200,1,1,594,498
C1613,840,0,8,6,51.95,7,1,20345000,257630,1,1,594,498
C1613,840,0,8,6,59.64,7,1,23355000,298290,1,1,594,498
C2216,390,0,15,3,39,2,1,9401000,132480,0,1,97,149
C2216,390,0,15,3,39.39,2,1,9493000,133340,0,1,97,149
C1899,451,0,3,7,26.37,0,3,7721000,117060,0,4,109,31
C1899,451,0,3,7,31.32,0,3,8775000,129200,0,4,109,31
C1899,451,1,3,8,32.1,0,4,24093000,175900,0,4,109,31
C1899,451,1,3,8,32.1,0,4,2.90E+07,291970,0,4,109,31
C1899,451,1,3,8,32.1,0,4,22307000,38000,0,4,109,31
C1899,451,1,3,8,32.1,0,4,47001000,166930,0,4,109,31
C1056,410,0,14,7,26.34,0,3,3138000,69820,0,10,120,125
C1056,410,0,14,7,30.48,0,3,3631000,80800,0,10,120,125
C1056,410,1,14,8,31.84,0,4,6451000,257630,0,10,120,125
C1056,410,1,14,8,31.84,0,4,16723000,232000,0,10,120,125
C1056,410,1,14,8,31.84,0,4,11542000,263710,0,10,120,125
C1056,410,1,14,8,31.84,0,4,14181000,301540,0,10,120,125
C1056,410,1,14,8,31.84,0,4,16225000,164610,0,10,120,125
C1056,410,1,14,8,31.84,0,4,31210000,194720,0,10,120,125
C1056,410,1,14,8,31.84,0,4,52237000,590000,0,10,120,125
C1056,410,1,14,8,31.84,0,4,7557000,152680,0,10,120,125
C1056,410,1,14,8,31.84,0,4,26014000,150190,0,10,120,125
C1056,410,1,14,8,31.84,0,4,2.20E+07,368040,0,10,120,125
C2644,779,0,15,3,37.67,7,1,11879000,161250,1,12,190,177
C2644,779,0,15,3,37.67,7,1,11879000,161250,1,12,190,177
C2644,779,0,15,7,26.37,7,3,8684000,127670,0,12,190,177
C2644,779,0,15,7,26.37,7,3,8684000,127670,1,12,190,177
C2644,779,1,15,8,48.9,7,4,28560000,142310,0,12,190,177
C2644,779,1,15,8,49.72,7,4,15130000,144820,0,12,190,177
C2644,779,1,15,8,49.72,7,4,12571000,65630,0,12,190,177
C1206,755,0,1,7,26.37,1,3,3141000,69900,0,4,88,90
C1206,755,0,1,7,31.32,1,3,3731000,83020,0,4,88,90
C1206,755,1,1,8,31.84,1,4,17989000,309750,0,4,88,90
C1206,755,1,1,8,31.84,1,4,24665000,133340,0,4,88,90
C1206,755,1,1,8,31.84,1,4,13731000,147900,0,4,88,90
C1206,755,1,1,8,31.84,1,4,17342000,149660,0,4,88,90
C1206,755,1,1,8,31.84,1,4,44868000,110850,0,4,88,90
C1206,755,1,1,8,31.84,1,4,25233000,231540,0,4,88,90
C1206,755,1,1,8,31.84,1,4,15130000,95960,0,4,88,90
C1206,755,1,1,8,31.84,1,4,1.80E+07,107550,0,4,88,90
C1206,755,1,1,8,63.68,1,4,11270000,100920,0,4,88,90
C1206,755,1,1,8,137.49,1,4,5787000,100320,0,4,88,90
C2481,693,0,11,6,36.8,2,1,11095000,73240,0,2,486,302
C2481,693,0,11,6,45.48,2,1,13221000,102770,0,2,486,302
C2481,693,0,11,6,45.98,2,1,13365000,101390,0,2,486,302
C1718,753,0,11,6,46.9,23,1,24969000,187260,0,2,682,496
C1718,753,0,11,6,51.93,23,1,29962000,249690,0,2,682,496
C1655,498,0,1,6,39.54,23,1,13731000,98610,0,6,402,236
C1655,498,0,1,6,46.79,23,1,19973000,131070,0,6,402,236
C1655,498,0,1,6,46.9,23,1,19973000,133570,0,6,402,236
C1655,498,0,1,6,51.93,23,1,23720000,172280,0,6,402,236
C1430,1533,0,8,6,51.77,32,1,25966000,144800,0,3,1296,839
C1430,1533,0,8,6,51.86,32,1,27465000,156030,0,3,1296,839
C1430,1533,0,8,6,59.57,32,1,36205000,215950,0,3,1296,839
C1430,1533,0,8,6,59.99,32,1,36205000,215950,0,3,1296,839
C1775,711,0,14,7,26.34,5,3,4028000,74770,0,8,131,96
C1775,711,0,14,7,30.48,5,3,4661000,86530,0,8,131,96
C1775,711,1,14,8,31.84,5,4,33307000,113950,0,8,131,96
C1775,711,1,14,8,31.84,5,4,11234000,238380,0,8,131,96
C1775,711,1,14,8,31.84,5,4,12646000,550000,0,8,131,96
C1775,711,1,14,8,31.84,5,4,3631000,72610,0,8,131,96
C1775,711,1,14,8,31.84,5,4,14418000,37650,0,8,131,96
C1775,711,1,14,8,31.84,5,4,15620000,161780,0,8,131,96
C1775,711,1,14,8,31.84,5,4,18175000,135960,0,8,131,96
C1775,711,1,14,8,31.84,5,4,10803000,156850,0,8,131,96
C1775,711,1,14,8,31.84,5,4,21221000,345330,0,8,131,96
C1775,711,1,14,8,31.84,5,4,19819000,1.00E+05,0,8,131,96
C1775,711,1,14,8,31.84,5,4,22628000,111090,0,8,131,96
C1775,711,1,14,8,31.84,5,4,31880000,221980,0,8,131,96
C1775,711,1,14,8,31.84,5,4,29962000,520000,0,8,131,96
C1775,711,1,14,8,31.84,5,4,48844000,97360,0,8,131,96
C1775,711,1,14,8,137.49,5,4,24093000,37360,0,8,131,96
C1519,420,0,14,6,36.2,0,1,14110000,80260,0,0,393,235
C1519,420,0,14,6,45.32,0,1,16834000,108490,0,0,393,235
C2221,590,0,14,3,49.5,1,1,15395000,246550,0,3,376,359
C2221,590,0,14,3,49.5,1,1,15395000,246550,0,3,376,359
C2221,590,0,14,3,49.5,1,1,15395000,246550,0,3,376,359
C2221,590,0,14,3,49.5,1,1,15395000,246550,0,3,376,359
C2221,590,0,14,3,49.57,1,1,15418000,246800,0,3,376,359
C2221,590,0,14,3,49.57,1,1,15418000,246800,0,3,376,359
C2221,590,0,14,3,49.57,1,1,15418000,246800,0,3,376,359
C2221,590,0,14,3,49.57,1,1,15418000,246800,0,3,376,359
C1790,657,0,3,7,26.37,2,3,3141000,69900,0,4,166,120
C1790,657,0,3,7,31.32,2,3,3731000,83020,0,4,166,120
C1790,657,0,3,7,31.32,2,3,3731000,83020,0,4,166,120
C1790,657,1,3,8,15,2,4,18581000,301540,0,4,166,120
C1790,657,1,3,8,19.15,2,4,32208000,430000,0,4,166,120
C1790,657,1,3,8,19.25,2,4,20480000,207930,0,4,166,120
C1790,657,1,3,8,19.25,2,4,11858000,261820,0,4,166,120
C1790,657,1,3,8,22.89,2,4,14264000,89220,0,4,166,120
C1790,657,1,3,8,23.25,2,4,14244000,141210,0,4,166,120
C1790,657,1,3,8,23.88,2,4,38400000,206410,0,4,166,120
C1790,657,1,3,8,23.91,2,4,18581000,201730,0,4,166,120
C1790,657,1,3,8,24.38,2,4,25964000,370790,0,4,166,120
C1790,657,1,3,8,24.38,2,4,26200000,161250,0,4,166,120
C1790,657,1,3,8,27.5,2,4,17096000,132170,0,4,166,120
C1790,657,1,3,8,27.5,2,4,10215000,110530,0,4,166,120
C1790,657,1,3,8,27.75,2,4,30221000,123870,0,4,166,120
C1790,657,1,3,8,27.75,2,4,32208000,224730,0,4,166,120
C1790,657,1,3,8,27.75,2,4,90237000,68400,0,4,166,120
C1790,657,1,3,8,27.75,2,4,9363000,100380,0,4,166,120
C1790,657,1,3,8,27.75,2,4,11380000,158540,0,4,166,120
C1790,657,1,3,8,27.75,2,4,18092000,460000,0,4,166,120
C1790,657,1,3,8,27.75,2,4,13979000,111090,0,4,166,120
C1790,657,1,3,8,27.75,2,4,37454000,143680,0,4,166,120
C1790,657,1,3,8,28.19,2,4,10242000,155530,0,4,166,120
C1790,657,1,3,8,28.88,2,4,30709000,270660,0,4,166,120
C1790,657,1,3,8,28.88,2,4,23438000,97980,0,4,166,120
C1790,657,1,3,8,28.88,2,4,20086000,240930,0,4,166,120
C1790,657,1,3,8,28.88,2,4,63613000,231630,0,4,166,120
C1790,657,1,3,8,28.88,2,4,1.90E+07,80350,0,4,166,120
C1790,657,1,3,8,42.35,2,4,34585000,107200,0,4,166,120
C1790,657,1,3,8,55.17,2,4,19572000,135010,0,4,166,120
C1790,657,1,3,8,82.92,2,4,32484000,168700,0,4,166,120
C1790,657,1,3,8,248.56,2,4,22808000,154830,0,4,166,120
C2109,495,0,3,7,26.34,2,3,3138000,69820,0,4,117,60
C2109,495,0,3,7,30.48,2,3,3631000,80800,0,4,117,60
C2109,495,1,3,8,31.84,2,4,23131000,84230,0,4,117,60
C2109,495,1,3,8,31.84,2,4,48312000,232000,0,4,117,60
C2109,495,1,3,8,31.84,2,4,47001000,69110,0,4,117,60
C2109,495,1,3,8,31.84,2,4,81223800,168520,0,4,117,60
C2109,495,1,3,8,31.84,2,4,15418000,147900,0,4,117,60
C2109,495,1,3,8,31.84,2,4,22043000,101920,0,4,117,60
C2109,495,1,3,8,31.84,2,4,11414000,290000,0,4,117,60
C2109,495,1,3,8,31.84,2,4,4.30E+07,178510,0,4,117,60
C2109,495,1,3,8,31.84,2,4,19572000,184250,0,4,117,60
C2109,495,1,3,8,31.84,2,4,17451000,338840,0,4,117,60
C2109,495,1,3,8,31.84,2,4,50657000,192910,0,4,117,60
C2109,495,1,3,8,31.84,2,4,32443000,270660,0,4,117,60
C2109,495,1,3,8,31.84,2,4,54494000,520000,0,4,117,60
C2109,495,1,3,8,31.84,2,4,21221000,87710,0,4,117,60
C2109,495,1,3,8,126.65,2,4,23281000,225000,0,4,117,60
C1698,460,0,3,7,39,1,3,12864000,162030,0,3,155,65
C1698,460,0,3,7,39,1,3,12864000,162030,0,3,155,65
C1698,460,0,3,7,39.39,1,3,12864000,162030,0,3,155,65
C1698,460,0,3,7,39.39,1,3,12864000,162030,0,3,155,65
C1698,460,1,3,8,32.1,1,4,14418000,176230,0,3,155,65
C1698,460,1,3,8,32.1,1,4,19880000,106090,0,3,155,65
C1698,460,1,3,8,32.1,1,4,10220000,94120,0,3,155,65
C1698,460,1,3,8,32.1,1,4,15252000,222340,0,3,155,65
C1866,338,0,3,6,36.63,1,1,9592000,70740,0,3,235,135
C1866,338,0,3,6,39.51,1,1,10279000,84510,0,3,235,135
C1866,338,0,3,6,46.18,1,1,12563000,119920,0,3,235,135
C1866,338,0,3,6,46.71,1,1,12563000,119920,0,3,235,135
C1005,1144,0,15,6,51.49,16,1,16205000,208470,0,8,950,376
C1005,1144,0,15,6,51.95,16,1,16348000,210900,0,8,950,376
C1005,1144,0,15,6,59.64,16,1,18770000,246770,0,8,950,376
C1004,521,0,15,7,39.3,3,3,4682000,104180,0,2,153,93
C1004,521,0,15,7,39.69,3,3,4728000,105210,1,2,153,93
C1004,521,1,15,8,19,3,4,21505000,58460,0,2,153,93
C1004,521,1,15,8,14.1,3,4,34082000,145160,0,2,153,93
C1004,521,1,15,8,19.31,3,4,1.90E+07,113560,0,2,153,93
C1004,521,1,15,8,21.19,3,4,35800000,510510,0,2,153,93
C1004,521,1,15,8,21.19,3,4,22440000,164610,0,2,153,93
C1004,521,1,15,8,22.95,3,4,23520000,78670,0,2,153,93
C1004,521,1,15,8,23.4,3,4,6766000,146740,0,2,153,93
C1004,521,1,15,8,23.4,3,4,23370000,100690,0,2,153,93
C1004,521,1,15,8,23.4,3,4,31210000,183450,0,2,153,93
C1004,521,1,15,8,23.4,3,4,18217000,94750,0,2,153,93
C1004,521,1,15,8,27.23,3,4,9470000,257660,0,2,153,93
C1004,521,1,15,8,31.85,3,4,12947000,205880,0,2,153,93
C1004,521,1,15,8,32.29,3,4,15667000,188260,0,2,153,93
C1004,521,1,15,8,35.13,3,4,76506000,119860,0,2,153,93
C1004,521,1,15,8,36.47,3,4,11147000,168750,0,2,153,93
C1004,521,1,15,8,50.08,3,4,27304000,35910,0,2,153,93
C1004,521,1,15,8,240.22,3,4,14487000,111470,0,2,153,93
C1875,1003,0,15,7,26.37,5,3,3141000,69900,0,8,192,209
C1875,1003,0,15,7,26.37,5,3,3141000,69900,0,8,192,209
C1875,1003,0,15,7,31.32,5,3,3731000,83020,0,8,192,209
C1875,1003,1,15,8,14.1,5,4,23281000,43380,0,8,192,209
C1875,1003,1,15,8,18.98,5,4,20460000,201730,0,8,192,209
C1875,1003,1,15,8,19.36,5,4,22628000,187150,0,8,192,209
