유역평균강수6,강우(A지역)6,강우(B지역)6,강우(C지역)6,강우(D지역)6,수위(E지역)6,수위(D지역)6
193.0,275.0,219.0,157.0,167.0,7.9,121.5
193.0,275.0,219.0,157.0,164.0,7.6,121.5
192.9,275.0,219.0,157.0,162.0,7.4,121.5
192.6,275.0,218.0,157.0,162.0,7.2,121.5
191.3,275.0,218.0,148.0,162.0,7.0,121.5
188.2,275.0,217.0,145.0,161.0,6.8,121.5
185.5,275.0,215.0,145.0,161.0,6.7,121.5
180.9,274.0,210.0,145.0,161.0,6.5,121.5
175.2,274.0,207.0,134.0,158.0,6.4,121.5
169.7,274.0,201.0,124.0,108.0,6.2,121.5
163.9,274.0,194.0,100.0,101.0,6.1,121.5
158.3,274.0,192.0,78.0,95.0,6.0,121.5
153.3,274.0,191.0,73.0,92.0,5.9,121.5
150.0,275.0,190.0,66.0,81.0,5.8,121.5
149.2,267.0,190.0,60.0,82.0,5.7,121.5
149.1,253.0,191.0,56.0,80.0,5.6,121.5
148.8,245.0,190.0,56.0,78.0,5.5,121.5
141.8,223.0,181.0,50.0,70.0,5.5,121.5
129.6,200.0,164.0,21.0,61.0,5.4,121.5
121.9,181.0,143.0,4.0,59.0,5.3,121.5
113.7,160.0,139.0,1.0,59.0,5.2,121.5
103.4,149.0,100.0,1.0,59.0,5.2,121.5
92.2,138.0,83.0,1.0,34.0,5.1,121.5
80.7,109.0,74.0,1.0,4.0,5.0,121.5
70.6,107.0,74.0,1.0,1.0,5.0,121.5
67.8,106.0,73.0,1.0,1.0,4.9,121.5
63.5,105.0,67.0,1.0,1.0,4.8,121.5
54.8,98.0,54.0,1.0,1.0,4.7,121.5
49.4,96.0,53.0,1.0,1.0,4.7,121.5
47.4,88.0,53.0,1.0,1.0,4.6,121.5
45.0,63.0,51.0,1.0,1.0,4.6,121.5
34.8,58.0,49.0,1.0,1.0,4.5,121.5
21.3,53.0,31.0,1.0,1.0,4.5,121.5
11.9,42.0,23.0,1.0,1.0,4.5,121.5
8.6,42.0,19.0,1.0,1.0,4.4,121.5
7.1,41.0,16.0,1.0,1.0,4.4,121.5
6.9,35.0,16.0,1.0,1.0,4.3,121.5
6.9,27.0,16.0,1.0,1.0,4.3,121.5
6.9,25.0,16.0,1.0,1.0,4.3,121.5
6.8,25.0,16.0,1.0,1.0,4.2,121.5
11.9,9.0,15.0,1.0,6.0,1.8,120.0
12.1,9.0,15.0,1.0,5.0,1.8,120.0
13.6,10.0,16.0,2.0,1.0,1.8,120.0
17.5,10.0,16.0,14.0,8.0,1.8,120.0
20.8,10.0,19.0,16.0,13.0,1.8,120.0
24.3,10.0,21.0,22.0,18.0,1.8,120.0
28.3,12.0,28.0,26.0,23.0,1.8,120.0
34.4,24.0,32.0,29.0,32.0,1.8,120.0
41.7,35.0,37.0,40.0,43.0,1.8,120.0
43.5,45.0,43.0,41.0,47.0,1.9,120.0
45.9,52.0,43.0,45.0,49.0,1.9,120.0
52.8,62.0,50.0,51.0,61.0,2.0,120.0
57.0,68.0,51.0,53.0,64.0,2.1,120.0
59.8,72.0,54.0,54.0,67.0,2.2,120.0
63.2,79.0,55.0,54.0,67.0,2.3,120.0
70.3,90.0,56.0,56.0,70.0,2.3,120.0
89.9,118.0,64.0,70.0,82.0,2.5,120.0
97.2,121.0,86.0,73.0,85.0,2.6,120.0
99.5,128.0,93.0,74.0,86.0,2.8,120.0
100.7,122.0,93.0,75.0,86.0,2.9,120.0
102.0,123.0,96.0,76.0,86.0,3.1,120.0
102.9,123.0,99.0,76.0,86.0,3.3,120.0
103.1,123.0,100.0,76.0,86.0,3.5,120.0
103.2,123.0,100.0,76.0,86.0,3.7,120.0
103.3,123.0,101.0,76.0,86.0,4.0,120.0
103.4,123.0,101.0,76.0,86.0,5.3,120.0
103.4,123.0,101.0,76.0,86.0,8.0,120.0
103.4,123.0,101.0,76.0,86.0,8.4,120.0
103.4,123.0,101.0,76.0,86.0,8.3,120.0
103.4,123.0,101.0,76.0,86.0,8.0,120.1
103.4,123.0,101.0,76.0,86.0,7.7,120.1
103.4,123.0,101.0,76.0,86.0,7.3,120.1
103.4,123.0,101.0,76.0,86.0,7.0,120.2
103.4,123.0,101.0,76.0,86.0,6.8,120.2
103.4,123.0,101.0,76.0,86.0,6.5,120.3
103.5,123.0,101.0,76.0,86.0,6.3,120.4
103.5,123.0,101.0,76.0,86.0,6.1,120.5
103.5,123.0,101.0,75.0,86.0,5.9,120.6
103.5,123.0,101.0,75.0,86.0,5.8,120.7
103.5,123.0,101.0,74.0,86.0,5.6,120.8
103.5,123.0,101.0,62.0,86.0,5.5,120.9
103.5,123.0,101.0,60.0,86.0,5.3,121.0
103.5,123.0,101.0,54.0,86.0,5.2,121.2
103.5,123.0,101.0,50.0,86.0,5.1,121.3
103.5,123.0,101.0,47.0,79.0,5.0,121.4
103.5,123.0,101.0,36.0,73.0,4.9,121.5
13.8,120.0,15.0,0.0,0.0,3.7,123.0
6.5,108.0,8.0,1.0,0.0,3.6,123.1
4.4,97.0,8.0,1.0,0.0,3.6,123.1
3.4,87.0,5.0,1.0,0.0,3.6,123.1
2.4,81.0,2.0,1.0,1.0,3.5,123.1
2.3,72.0,2.0,3.0,2.0,3.5,123.1
2.6,66.0,3.0,3.0,3.0,3.5,123.1
3.0,62.0,2.0,5.0,3.0,3.5,123.1
6.2,56.0,3.0,7.0,10.0,3.4,123.1
13.0,49.0,6.0,20.0,26.0,3.4,123.1
24.3,28.0,19.0,30.0,41.0,3.4,123.1
36.1,42.0,33.0,34.0,49.0,3.4,123.1
50.0,62.0,46.0,39.0,63.0,3.4,123.1
60.7,83.0,57.0,40.0,72.0,3.5,123.2
69.0,102.0,68.0,41.0,74.0,3.5,123.2
79.7,114.0,78.0,47.0,84.0,3.6,123.2
88.8,134.0,87.0,49.0,88.0,3.8,123.2
95.4,154.0,89.0,50.0,89.0,4.2,123.2
102.7,167.0,91.0,54.0,94.0,4.7,123.2
109.5,180.0,94.0,55.0,98.0,5.3,123.2
112.4,200.0,95.0,56.0,98.0,6.6,123.2
121.2,201.0,97.0,90.0,111.0,7.7,123.2
132.5,209.0,117.0,107.0,121.0,9.0,123.2
139.2,212.0,123.0,113.0,124.0,10.0,123.2
142.5,212.0,126.0,117.0,125.0,10.8,123.3
142.9,212.0,126.0,117.0,125.0,11.6,123.3
143.1,212.0,126.0,117.0,125.0,12.1,123.4
143.3,212.0,126.0,117.0,125.0,12.2,123.5
143.3,212.0,126.0,117.0,125.0,12.2,123.7
143.3,212.0,126.0,117.0,125.0,11.9,123.8
143.3,212.0,126.0,117.0,125.0,11.5,124.0
143.3,212.0,126.0,117.0,125.0,11.2,124.2
143.4,212.0,126.0,117.0,125.0,10.8,124.4
143.4,212.0,126.0,117.0,125.0,10.4,124.6
143.4,212.0,126.0,117.0,125.0,9.9,124.9
143.4,212.0,126.0,117.0,125.0,9.5,125.2
143.4,212.0,126.0,117.0,125.0,9.2,125.5
143.4,212.0,126.0,117.0,125.0,8.8,125.8
143.4,212.0,126.0,116.0,125.0,8.5,126.1
143.4,212.0,126.0,116.0,125.0,8.2,126.5
143.4,212.0,126.0,116.0,125.0,7.9,126.8
143.4,212.0,126.0,116.0,125.0,7.6,127.2
143.4,212.0,126.0,114.0,125.0,7.3,127.5
143.4,212.0,126.0,114.0,125.0,7.1,127.9
143.4,212.0,126.0,112.0,125.0,6.9,128.2
143.4,212.0,126.0,110.0,124.0,6.7,128.5
143.4,212.0,126.0,97.0,123.0,6.5,128.9
143.4,212.0,126.0,87.0,122.0,6.3,129.2
143.4,212.0,126.0,83.0,122.0,6.2,129.4
143.4,212.0,126.0,78.0,115.0,6.0,129.7
143.3,212.0,126.0,77.0,99.0,5.9,129.9
142.9,212.0,126.0,68.0,62.0,5.6,130.5
143.0,213.0,125.0,67.0,53.0,5.4,130.6
142.6,215.0,124.0,64.0,51.0,5.3,130.7
143.1,217.0,124.0,63.0,42.0,5.3,130.9
143.1,219.0,123.0,62.0,38.0,5.2,130.9
140.0,219.0,120.0,28.0,37.0,5.1,131.0
133.7,220.0,107.0,11.0,32.0,5.0,131.1
122.8,221.0,93.0,5.0,29.0,4.9,131.1
111.2,221.0,81.0,1.0,29.0,4.9,131.2
97.4,221.0,70.0,1.0,16.0,4.8,131.2
86.7,221.0,59.0,1.0,6.0,4.7,131.2
78.5,220.0,49.0,1.0,3.0,4.6,131.2
67.8,220.0,40.0,1.0,2.0,4.6,131.2
59.2,221.0,38.0,1.0,2.0,4.5,131.2
53.4,222.0,36.0,1.0,2.0,4.5,131.2
46.8,223.0,33.0,1.0,3.0,4.5,131.2
41.1,221.0,32.0,1.0,3.0,4.4,131.2
44.1,230.0,30.0,1.0,3.0,4.4,131.2
42.2,223.0,12.0,2.0,11.0,4.3,131.1
49.4,203.0,14.0,5.0,28.0,4.3,131.1
56.2,184.0,28.0,5.0,47.0,4.3,131.1
61.1,165.0,39.0,12.0,50.0,4.3,131.1
64.5,154.0,55.0,13.0,54.0,4.4,131.0
79.4,161.0,61.0,21.0,70.0,5.1,131.0
91.4,143.0,73.0,30.0,81.0,6.5,131.0
95.6,131.0,82.0,33.0,84.0,7.5,131.0
96.6,118.0,84.0,35.0,85.0,8.2,131.0
96.9,98.0,84.0,35.0,85.0,9.0,130.9
96.9,97.0,84.0,35.0,85.0,9.6,130.9
96.9,89.0,84.0,35.0,85.0,10.1,131.0
96.9,86.0,84.0,35.0,85.0,10.4,131.0
96.9,86.0,84.0,35.0,85.0,10.6,131.0
96.9,86.0,84.0,35.0,85.0,10.7,131.0
96.9,86.0,84.0,35.0,85.0,10.6,131.1
96.9,86.0,84.0,35.0,85.0,10.4,131.2
96.9,86.0,84.0,35.0,85.0,10.0,131.3
96.9,86.0,84.0,35.0,85.0,9.7,131.4
96.8,86.0,84.0,35.0,85.0,9.3,131.5
96.8,86.0,84.0,35.0,85.0,8.9,131.6
96.8,86.0,84.0,34.0,85.0,8.6,131.7
96.8,86.0,84.0,34.0,85.0,8.3,131.9
0.2,0.0,1.0,0.0,0.0,3.8,134.5
0.2,0.0,1.0,0.0,0.0,3.8,134.5
0.2,0.0,1.0,0.0,0.0,3.7,134.4
0.2,0.0,1.0,0.0,0.0,3.7,134.4
0.6,0.0,1.0,0.0,0.0,3.7,134.4
4.5,5.0,2.0,0.0,0.0,3.6,134.3
9.5,12.0,15.0,0.0,1.0,3.6,134.3
11.7,21.0,24.0,0.0,1.0,3.6,134.3
15.4,31.0,25.0,0.0,2.0,3.6,134.2
21.5,56.0,25.0,0.0,3.0,3.6,134.2
26.3,60.0,39.0,0.0,3.0,3.5,134.1
27.5,61.0,43.0,0.0,4.0,3.5,134.1
28.0,62.0,43.0,0.0,4.0,3.5,134.0
28.1,63.0,44.0,0.0,4.0,3.5,134.0
28.2,64.0,44.0,0.0,4.0,3.5,133.9
28.3,64.0,44.0,0.0,4.0,3.5,133.8
28.3,64.0,44.0,0.0,4.0,3.6,133.8
28.3,64.0,44.0,0.0,4.0,3.7,133.7
28.3,64.0,44.0,0.0,4.0,4.0,133.7
28.3,64.0,44.0,0.0,4.0,4.2,133.6
28.3,64.0,44.0,0.0,4.0,4.6,133.5
28.3,64.0,44.0,0.0,4.0,5.2,133.5
28.3,64.0,44.0,0.0,4.0,5.5,133.4
28.6,65.0,44.0,0.0,4.0,5.5,133.3
30.6,68.0,44.0,0.0,4.0,5.5,133.2
31.0,69.0,44.0,0.0,4.0,5.4,133.2
31.3,69.0,43.0,0.0,4.0,5.3,133.1
31.2,69.0,43.0,0.0,4.0,5.2,133.0
31.3,69.0,43.0,0.0,4.0,5.2,133.0
32.0,70.0,43.0,0.0,4.0,5.1,132.9
35.3,78.0,43.0,0.0,4.0,5.0,132.8
39.6,81.0,44.0,0.0,4.0,4.9,132.7
50.8,88.0,48.0,3.0,15.0,4.9,132.7
64.8,90.0,80.0,21.0,31.0,4.9,132.6
69.7,92.0,80.0,21.0,31.0,4.8,132.6
72.5,92.0,80.0,21.0,31.0,4.9,132.5
72.9,93.0,80.0,21.0,31.0,4.9,132.4
73.0,93.0,80.0,21.0,31.0,5.1,132.4
73.0,93.0,80.0,21.0,31.0,5.3,132.3
73.0,93.0,80.0,21.0,31.0,5.6,132.3
73.0,93.0,80.0,21.0,31.0,6.1,132.2
73.0,93.0,80.0,21.0,31.0,6.5,132.2
73.0,93.0,80.0,21.0,31.0,6.8,132.2
73.0,93.0,80.0,21.0,31.0,6.9,132.1
73.0,93.0,80.0,21.0,31.0,6.9,132.1
73.0,93.0,80.0,21.0,31.0,6.8,132.1
73.0,93.0,80.0,21.0,31.0,6.7,132.1
73.0,93.0,80.0,21.0,30.0,6.6,132.0
73.0,93.0,80.0,21.0,30.0,6.5,132.0
73.0,93.0,80.0,21.0,29.0,6.3,132.0
72.9,93.0,80.0,21.0,28.0,6.2,132.0
72.9,93.0,80.0,21.0,28.0,6.1,132.0
72.9,93.0,80.0,21.0,27.0,5.9,132.0
72.9,93.0,80.0,21.0,27.0,5.8,132.0
72.5,93.0,79.0,21.0,27.0,5.7,132.0
68.7,93.0,66.0,21.0,27.0,5.6,132.0
63.6,93.0,57.0,21.0,27.0,5.5,131.9
61.5,93.0,56.0,21.0,27.0,5.4,131.9
57.8,93.0,56.0,21.0,27.0,5.3,131.9
51.7,93.0,42.0,21.0,27.0,5.2,131.9
46.9,93.0,38.0,21.0,27.0,5.1,131.9
45.6,93.0,38.0,21.0,27.0,5.0,131.9
45.2,93.0,37.0,21.0,27.0,5.0,131.9
45.1,93.0,37.0,21.0,27.0,4.9,131.9
45.0,93.0,37.0,21.0,27.0,4.8,131.9
44.9,88.0,37.0,21.0,27.0,4.8,131.9
44.9,81.0,37.0,21.0,27.0,4.7,131.9
44.9,72.0,37.0,21.0,27.0,4.7,131.8
0.0,7.0,0.0,0.0,0.0,1.9,127.8
0.0,7.0,0.0,0.0,0.0,1.9,127.8
0.0,6.0,0.0,0.0,0.0,1.9,127.8
0.0,2.0,0.0,0.0,0.0,1.9,127.7
0.0,0.0,0.0,0.0,0.0,1.9,127.7
0.0,0.0,0.0,0.0,0.0,1.9,127.7
0.0,0.0,0.0,0.0,0.0,1.9,127.7
0.1,0.0,0.0,0.0,0.0,1.9,127.7
0.1,0.0,0.0,0.0,0.0,1.9,127.7
0.1,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
0.2,0.0,0.0,0.0,0.0,1.9,127.7
1.5,0.0,0.0,5.0,0.0,1.9,127.7
5.9,4.0,2.0,8.0,9.0,1.9,127.7
10.4,9.0,11.0,10.0,11.0,1.9,127.7
17.5,24.0,13.0,12.0,20.0,1.9,127.6
21.5,31.0,16.0,15.0,22.0,1.9,127.6
27.7,39.0,21.0,15.0,25.0,1.9,127.6
30.7,45.0,23.0,16.0,27.0,1.9,127.6
31.8,46.0,23.0,16.0,27.0,1.9,127.6
32.1,47.0,23.0,16.0,27.0,1.9,127.6
32.2,47.0,23.0,16.0,27.0,1.9,127.6
32.6,47.0,23.0,16.0,27.0,1.9,127.5
34.5,55.0,23.0,16.0,27.0,1.9,127.5
34.9,59.0,23.0,16.0,27.0,1.9,127.5
35.0,59.0,23.0,16.0,27.0,2.0,127.5
35.5,59.0,24.0,16.0,29.0,2.0,127.4
35.8,59.0,25.0,16.0,29.0,2.0,127.4
36.6,60.0,25.0,16.0,30.0,2.0,127.4
39.7,65.0,25.0,18.0,34.0,2.1,127.4
43.8,77.0,26.0,19.0,35.0,2.1,127.4
47.9,86.0,26.0,21.0,36.0,2.1,127.3
52.0,89.0,31.0,25.0,43.0,2.2,127.3
56.1,92.0,37.0,26.0,45.0,2.3,127.3
62.3,111.0,38.0,28.0,47.0,2.4,127.3
70.1,129.0,45.0,30.0,52.0,2.5,127.3
78.5,138.0,61.0,34.0,58.0,2.6,127.3
85.2,146.0,70.0,36.0,60.0,2.7,127.2
89.7,150.0,75.0,38.0,66.0,2.9,127.2
93.2,151.0,80.0,40.0,72.0,3.3,127.2
96.4,152.0,83.0,41.0,74.0,3.7,127.2
99.4,153.0,84.0,45.0,77.0,3.9,127.2
101.9,155.0,87.0,49.0,79.0,4.2,127.2
103.5,156.0,94.0,52.0,80.0,4.9,127.2
104.4,156.0,95.0,53.0,82.0,6.6,127.2
105.1,156.0,98.0,53.0,84.0,7.8,127.3
105.7,156.0,98.0,53.0,85.0,8.2,127.3
105.8,156.0,98.0,53.0,85.0,8.4,127.3
105.9,156.0,98.0,53.0,85.0,8.3,127.3
105.9,156.0,98.0,48.0,85.0,8.2,127.4
106.0,156.0,98.0,45.0,85.0,8.0,127.4
105.9,156.0,98.0,43.0,85.0,7.8,127.5
105.9,156.0,98.0,41.0,85.0,7.6,127.5
105.9,156.0,98.0,38.0,85.0,7.4,127.6
105.8,156.0,98.0,38.0,76.0,7.2,127.7
105.9,156.0,98.0,37.0,74.0,7.0,127.8
105.9,156.0,98.0,37.0,65.0,6.8,127.9
105.9,156.0,98.0,37.0,63.0,6.6,128.0
105.9,156.0,98.0,37.0,60.0,6.5,128.1
105.9,156.0,98.0,37.0,58.0,6.3,128.3
106.0,156.0,98.0,37.0,58.0,6.2,128.4
106.0,156.0,98.0,37.0,58.0,6.0,128.5
104.6,156.0,96.0,37.0,58.0,5.9,128.7
100.2,156.0,87.0,37.0,58.0,5.8,128.8
95.7,156.0,85.0,37.0,58.0,5.6,129.0
88.7,156.0,82.0,37.0,58.0,5.5,129.1
84.6,156.0,77.0,35.0,58.0,5.4,129.3
78.4,156.0,75.0,34.0,56.0,5.3,129.4
75.5,156.0,75.0,32.0,56.0,5.2,129.5
74.4,156.0,75.0,28.0,55.0,5.1,129.7
74.2,156.0,75.0,27.0,51.0,5.0,129.8
74.1,156.0,75.0,25.0,50.0,5.0,129.9
73.7,156.0,75.0,23.0,49.0,4.9,130.0
71.8,152.0,75.0,19.0,42.0,4.8,130.2
71.3,147.0,75.0,17.0,40.0,4.7,130.3
71.3,132.0,74.0,15.0,38.0,4.7,130.3
70.8,125.0,73.0,13.0,33.0,4.6,130.4
70.4,117.0,73.0,12.0,27.0,4.6,130.5
69.7,111.0,73.0,8.0,25.0,4.5,130.6
66.6,110.0,72.0,4.0,19.0,4.4,130.7
0.3,0.0,1.0,0.0,0.0,3.2,133.8
0.4,0.0,1.0,1.0,0.0,3.2,133.9
0.4,0.0,1.0,1.0,0.0,3.2,133.9
0.4,0.0,1.0,1.0,0.0,3.1,133.9
0.4,0.0,1.0,1.0,0.0,3.1,133.9
0.4,0.0,1.0,1.0,0.0,3.1,133.9
0.6,0.0,1.0,1.0,0.0,3.1,133.9
0.8,0.0,1.0,1.0,0.0,3.1,133.9
0.9,0.0,2.0,1.0,0.0,3.0,133.9
1.2,1.0,2.0,1.0,0.0,3.0,133.9
1.5,3.0,2.0,1.0,0.0,3.0,133.9
1.8,3.0,2.0,1.0,0.0,3.0,133.9
1.9,3.0,2.0,1.0,0.0,3.0,133.9
1.9,3.0,2.0,1.0,0.0,3.0,133.9
2.0,3.0,2.0,1.0,0.0,3.0,133.9
2.0,3.0,2.0,1.0,0.0,2.9,133.9
2.2,3.0,2.0,1.0,0.0,2.9,133.9
2.2,3.0,2.0,1.0,0.0,2.9,133.9
2.3,3.0,2.0,1.0,0.0,2.9,133.9
2.3,4.0,2.0,1.0,0.0,2.9,133.9
2.4,4.0,2.0,1.0,0.0,2.9,133.9
2.5,4.0,2.0,1.0,0.0,2.9,133.9
2.6,4.0,2.0,1.0,0.0,2.9,133.9
2.6,4.0,2.0,1.0,0.0,2.9,133.9
2.6,4.0,2.0,1.0,0.0,2.8,133.9
2.6,4.0,2.0,1.0,0.0,2.8,133.9
2.9,4.0,2.0,1.0,0.0,2.8,133.9
3.1,4.0,2.0,1.0,0.0,2.8,133.9
3.7,5.0,2.0,1.0,0.0,2.8,133.9
6.0,22.0,2.0,1.0,0.0,2.8,133.9
7.7,25.0,2.0,1.0,0.0,2.8,133.9
10.4,36.0,2.0,1.0,0.0,2.8,133.9
11.9,42.0,2.0,1.0,1.0,2.8,133.9
12.5,44.0,3.0,1.0,1.0,2.8,133.9
12.8,44.0,3.0,2.0,1.0,2.8,133.9
14.3,47.0,3.0,3.0,2.0,2.8,133.9
16.6,51.0,4.0,6.0,4.0,2.7,133.9
18.3,52.0,7.0,8.0,7.0,2.7,133.9
19.5,53.0,8.0,8.0,9.0,2.7,133.8
20.7,55.0,9.0,8.0,9.0,2.7,133.8
22.9,58.0,10.0,11.0,12.0,2.7,133.8
26.4,60.0,13.0,16.0,18.0,2.8,133.8
32.2,68.0,18.0,19.0,23.0,2.8,133.8
47.0,95.0,22.0,36.0,37.0,2.8,133.8
60.4,98.0,50.0,40.0,51.0,2.8,133.8
65.0,98.0,51.0,56.0,56.0,2.9,133.8
70.0,98.0,56.0,63.0,60.0,3.2,133.7
74.4,98.0,58.0,73.0,70.0,3.7,133.7
77.2,98.0,61.0,74.0,83.0,4.2,133.7
79.2,98.0,70.0,75.0,84.0,4.7,133.8
80.3,98.0,73.0,76.0,84.0,5.2,133.8
80.7,98.0,74.0,76.0,85.0,5.7,133.8
82.2,98.0,78.0,76.0,86.0,6.3,133.8
82.8,98.0,80.0,76.0,87.0,6.7,133.8
83.3,98.0,83.0,76.0,87.0,7.2,133.9
83.6,98.0,86.0,76.0,87.0,7.5,133.9
84.1,99.0,87.0,76.0,87.0,7.5,133.9
84.7,99.0,86.0,78.0,88.0,7.4,134.0
86.4,99.0,87.0,79.0,91.0,7.3,134.1
87.4,100.0,88.0,79.0,91.0,7.2,134.1
91.4,108.0,92.0,80.0,93.0,7.1,134.2
99.3,120.0,96.0,80.0,95.0,7.0,134.3
106.8,129.0,96.0,83.0,99.0,6.9,134.4
112.9,143.0,99.0,85.0,105.0,6.8,134.5
117.9,148.0,103.0,87.0,106.0,6.7,134.6
125.8,154.0,114.0,92.0,112.0,6.6,134.7
135.8,166.0,127.0,97.0,115.0,6.7,134.8
142.0,167.0,137.0,104.0,128.0,6.9,134.9
143.5,167.0,142.0,104.0,128.0,7.4,135.0
143.6,166.0,143.0,104.0,128.0,8.1,135.2
143.6,164.0,143.0,104.0,128.0,8.8,135.3
143.7,164.0,143.0,104.0,128.0,9.3,135.4
143.7,164.0,143.0,103.0,128.0,9.8,135.6
143.7,164.0,143.0,100.0,127.0,10.2,135.7
143.7,164.0,143.0,98.0,127.0,10.4,135.9
143.7,164.0,143.0,97.0,127.0,10.6,136.0
143.6,164.0,143.0,97.0,126.0,10.5,136.2
143.3,164.0,143.0,94.0,124.0,10.3,136.3
142.7,164.0,143.0,89.0,121.0,10.0,136.5
140.4,163.0,143.0,86.0,119.0,9.7,136.7
138.7,163.0,143.0,69.0,119.0,9.3,136.9
136.0,163.0,143.0,65.0,116.0,8.9,137.0
134.5,163.0,142.0,49.0,110.0,8.6,137.2
133.9,164.0,142.0,42.0,105.0,8.3,137.4
133.7,164.0,142.0,32.0,91.0,8.0,137.6
132.3,164.0,141.0,31.0,77.0,7.8,137.8
130.5,165.0,138.0,30.0,72.0,7.5,138.0
129.3,166.0,139.0,29.0,68.0,7.3,138.2
128.5,165.0,139.0,29.0,61.0,7.0,138.3
127.6,148.0,138.0,29.0,49.0,6.9,138.5
125.4,145.0,135.0,29.0,48.0,6.7,138.7
121.9,134.0,130.0,29.0,48.0,6.5,138.9
116.1,128.0,126.0,29.0,47.0,6.4,139.0
101.4,126.0,98.0,29.0,46.0,6.2,139.2
87.9,126.0,97.0,27.0,45.0,6.1,139.4
83.3,123.0,92.0,26.0,45.0,6.0,139.5
78.4,119.0,90.0,26.0,45.0,5.9,139.7
73.9,118.0,87.0,25.0,45.0,5.8,139.8
71.1,117.0,77.0,25.0,44.0,5.7,139.9
69.3,115.0,74.0,22.0,41.0,5.6,140.1
68.2,112.0,73.0,20.0,41.0,5.5,140.2
67.6,110.0,69.0,18.0,39.0,5.4,140.3
66.1,102.0,67.0,13.0,37.0,5.3,140.3
65.5,75.0,64.0,8.0,33.0,5.2,140.4
64.9,72.0,61.0,1.0,27.0,5.1,140.5
64.6,72.0,60.0,1.0,26.0,5.1,140.6
64.0,72.0,60.0,1.0,20.0,5.0,140.6
63.1,72.0,59.0,1.0,17.0,4.9,140.7
61.3,72.0,58.0,0.0,4.0,4.8,140.7
60.0,72.0,54.0,0.0,4.0,4.8,140.8
0.1,0.0,0.0,0.0,0.0,2.3,141.0
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.1,0.0,0.0,0.0,0.0,2.3,140.9
0.3,0.0,0.0,0.0,1.0,2.3,140.9
0.6,0.0,0.0,0.0,1.0,2.3,140.9
1.2,1.0,1.0,1.0,1.0,2.3,140.9
1.5,1.0,2.0,1.0,1.0,2.3,140.9
1.8,1.0,2.0,2.0,1.0,2.3,140.9
2.1,1.0,2.0,2.0,1.0,2.3,140.9
3.1,2.0,2.0,2.0,2.0,2.2,140.9
4.4,6.0,2.0,3.0,3.0,2.2,140.9
6.5,9.0,5.0,5.0,3.0,2.2,140.9
8.1,13.0,7.0,5.0,4.0,2.2,140.9
9.1,14.0,8.0,6.0,5.0,2.2,140.9
9.6,14.0,8.0,7.0,5.0,2.2,140.9
9.8,14.0,8.0,7.0,5.0,2.2,140.9
10.2,16.0,9.0,8.0,6.0,2.2,140.8
11.4,20.0,10.0,8.0,6.0,2.2,140.8
11.6,20.0,10.0,8.0,6.0,2.2,140.8
11.9,20.0,10.0,8.0,6.0,2.2,140.8
12.5,24.0,10.0,8.0,6.0,2.2,140.8
13.1,29.0,11.0,8.0,6.0,2.2,140.8
14.2,33.0,16.0,8.0,6.0,2.2,140.8
15.3,33.0,18.0,8.0,6.0,2.2,140.8
17.2,35.0,19.0,8.0,8.0,2.2,140.8
18.7,36.0,19.0,10.0,10.0,2.2,140.8
19.8,37.0,19.0,10.0,13.0,2.2,140.8
21.5,43.0,20.0,12.0,17.0,2.2,140.7
23.4,44.0,21.0,14.0,20.0,2.2,140.7
24.1,45.0,21.0,15.0,20.0,2.2,140.7
24.5,47.0,21.0,15.0,20.0,2.2,140.7
24.7,48.0,21.0,15.0,20.0,2.2,140.7
25.1,48.0,22.0,16.0,22.0,2.2,140.7
25.2,48.0,22.0,16.0,22.0,2.2,140.7
25.4,49.0,22.0,16.0,22.0,2.2,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,17.0,22.0,2.3,140.7
25.6,49.0,22.0,16.0,22.0,2.4,140.7
25.8,49.0,22.0,16.0,22.0,2.4,140.7
26.2,49.0,22.0,15.0,21.0,2.4,140.7
26.4,49.0,23.0,15.0,21.0,2.5,140.7
26.5,50.0,23.0,15.0,21.0,2.5,140.7
