"code","tot_pop","region","num_empty","sub","bus","num_park","Mfee_deposit","Mfee_rent","type_new","prop_type_im1","prop_type_im2","prop_type_im3","prop_type_im4","prop_type_im5","prop_type_im6","prop_type_im7","prop_type_im8","prop_type_im9","prop_type_im10","prop_areaL21","prop_areaL29","prop_areaL36","prop_areaL39","prop_areaL46","prop_areaL59","prop_areaU59","prop_type_qual1","prop_type_qual2","prop_type_qual3","prop_type_qual4","prop_type_qual5","prop_type_qual6","prop_type_qual7","prop_type_qual8","prop_type_qual9","prop_type_qual10","prop_type_qual11","prop_type_qual12","prop_type_qual13","prop_type_qual14","target"
"C1585",705,6,12,1,3,502,21657500,181760,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,718
"C2276",1072,7,18,0,4,894,17704000,165640,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1159
"C1155",375,7,9,1,10,454,33448000,192000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,373
"C1693",853,7,20,0,6,862,31210000,187260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1087
"C1889",1018,2,14,0,2,788,16652000,113375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,808
"C2518",341,1,11,0,2,240,21419500,181735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305
"C1962",416,1,9,0,3,296,20970000,200800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,401
"C1666",708,12,20,0,4,638,17989000,124030,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.444444444,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,465
"C1537",662,15,17,0,3,546,26642000,118820,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,669
"C1329",1002,8,30,0,2,775,19343000,144180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.375,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,554
"C1762",462,13,4,0,2,325,18726000,104840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,460
"C2008",781,2,7,2,5,663,23473000,238740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.3,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,548
"C1319",496,3,16,0,1,428,13731000,122955,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0,0.333333333,0.166666667,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,398
"C1141",630,3,28,0,2,637,13909000,98630,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,620
"C2340",512,9,15,0,3,362,32454000,281700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,382
"C1929",492,15,19,0,4,426,17962000,148630,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166666667,0.5,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,413
"C1681",534,2,9,0,7,465,34810000,257660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.375,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,520
"C1184",458,2,4,0,3,403,34810000,257660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,488
"C2383",762,2,14,0,3,661,34810000,257660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.222222222,0.333333333,0.444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,832
"C1579",1005,2,12,0,2,882,34810000,257660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1158
"C2173",775,2,4,1,2,665,40880000,277480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,745
"C1911",890,8,21,1,2,985,28491000,235360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,831
"C1638",494,13,10,0,6,358,20122000,98640,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,413
"C2412",571,12,10,0,2,492,22895000,138570,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,487
"C1871",550,12,15,0,4,385,12972000,78885,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,408
"C1309",383,12,15,0,4,385,18726000,100690,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0.571428571,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,446
"C1527",996,4,23,0,4,834,19204000,154270,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1150
"C2208",882,2,16,0,2,755,31958000,217210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,840
"C1940",615,2,16,0,2,527,31711000,215550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166666667,0.666666667,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,709
"C2596",470,2,15,1,7,405,31958000,217210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0.571428571,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,480
"C2227",477,2,9,0,8,413,31711000,215550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505
"C2563",496,2,9,0,2,425,14614500,171570,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"C2358",1260,3,24,0,8,941,20121000,127200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1010
"C1492",390,2,15,0,2,334,13979000,78780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.428571429,0.571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,296
"C1601",330,2,13,0,4,335,22793000,155340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,308
"C1687",773,2,26,0,3,779,22173000,151110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.272727273,0.727272727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349
"C1236",1124,2,29,0,2,1129,22173000,151110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,657
"C1487",550,2,15,0,8,448,25592500,141510,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505
"C1379",324,2,10,0,2,270,19819000,136250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,294
"C1386",1497,12,15,0,5,1100,12392000,73320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.538461538,0.461538462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1145
"C1656",531,12,7,0,2,480,16102000,113950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.5,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,257
"C2526",355,4,16,0,2,291,17228000,117330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,321
"C1022",389,2,4,0,4,352,24665000,221980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450
"C1896",712,2,3,0,2,658,24665000,221980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.5,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,845
"C1269",561,2,1,0,3,572,19953000,193180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,643
"C1916",816,2,2,1,4,822,20971000,202070,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,752
"C2070",898,2,6,0,3,909,21420000,206410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.4,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,735
"C1967",581,2,6,0,3,530,17395000,201730,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,639
"C2021",851,2,7,0,3,771,15729000,188260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,0.666666667,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,902
"C1143",693,2,3,1,11,717,15250000,165200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,632
"C2188",136,2,3,0,2,136,19221000,175780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125
"C2651",225,2,5,0,2,277,20779500,193180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282
"C2657",866,2,7,0,4,692,34082000,232200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0.571428571,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,782
"C2527",383,2,8,0,3,317,34082000,232200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.4,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375
"C2262",720,11,30,0,4,581,24775000,185810,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.375,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,540
"C1084",280,4,2,0,2,280,16104000,109840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226
"C2530",307,1,19,0,5,296,28491000,222970,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,302
"C1046",232,1,9,0,4,195,13625000,161020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156
"C1761",602,1,18,0,2,715,19661000,212840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166666667,0.5,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,730
"C1102",522,1,21,0,7,525,17342000,208110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,417
"C2420",457,6,3,1,8,537,25468000,174770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.285714286,0.428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505
"C1122",808,6,7,2,2,728,24093000,164770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.428571429,0.571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1077
"C2042",712,6,13,2,7,641,24093000,164770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,757
"C1375",757,3,21,0,12,761,22471000,137310,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.571428571,0.428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,754
"C1410",356,16,10,0,3,550,9154000,76260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,815
"C1641",283,3,8,0,1,227,12980000,114225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,268
"C1706",467,2,7,1,5,403,29086000,249130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,362
"C1307",506,2,9,0,3,436,31834000,240930,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.375,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,504
"C2601",243,2,7,0,3,214,41697000,284650,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,281
"C1085",525,2,4,0,2,422,15776000,133610,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,521
"C2385",445,2,4,0,4,404,27996000,191380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,552
"C1059",514,13,7,0,8,362,16954000,103410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,246
"C2162",374,13,7,0,1,281,18425000,102350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,347
"C1819",330,12,15,0,1,253,16213000,110960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,272
"C2325",378,13,3,0,1,265,15360000,85460,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.4,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,293
"C2394",277,15,20,0,2,222,65856600,42300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.375,0.25,0,0.375,0,0,0,0.625,0,0,0,0,0,0,0,0,0,254
"C1133",856,13,10,0,3,777,22297000,130055,0,0,0,0,0,0,1,0,0,0,0,0,0,0.166666667,0.333333333,0.333333333,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,842
"C1281",646,13,4,0,3,583,17342000,105280,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.4,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,484
"C1194",511,14,3,0,4,413,18968000,209910,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,585
"C2308",285,1,3,0,1,200,12646000,187150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,244
"C2036",256,1,2,0,1,199,17477000,106090,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258
"C1394",466,13,0,0,1,329,12558000,93255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,271
"C1180",314,13,15,0,1,241,16789000,93530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,311
"C2503",382,14,7,0,2,306,15249500,123895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,327
"C1907",212,14,7,0,3,163,12386000,103725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207
"C2181",872,16,15,0,6,733,14863000,133780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,683
"C1768",508,16,4,0,1,370,15728500,149175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,670
"C1783",594,6,16,1,6,596,23496000,160960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.6,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,570
"C2192",514,16,16,0,2,442,11147000,100320,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.4,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,324
"C2346",558,16,12,0,3,449,16168000,141080,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,553
"C2680",758,3,19,0,7,564,25293000,145410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,590
"C2631",812,3,2,0,3,612,20525000,102620,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.428571429,0.428571429,0.142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,638
"C2141",504,3,2,0,6,445,27872000,216780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,495
"C1569",631,3,8,0,3,442,12571000,87980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.714285714,0.285714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528
"C2099",332,1,3,0,2,258,12483000,102350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.6,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,383
"C2287",409,16,18,0,3,330,13759000,113560,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,284
"C2055",773,16,22,0,4,817,24350000,170980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,723
"C1428",375,1,6,0,2,360,21221000,168520,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0.571428571,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,333
"C2522",747,1,13,0,2,698,22471000,168520,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,610
"C2560",372,1,3,0,1,374,17387000,222560,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481
"C2068",434,1,3,0,1,384,20523500,244050,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,594
"C2603",538,16,9,0,2,393,16465000,118980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,509
"C1965",498,16,13,0,5,480,17342000,131290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500
"C1660",718,3,13,0,3,550,14213000,94750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.375,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,512
"C2378",818,2,25,0,12,640,19384500,247590,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,901
"C1268",1035,2,21,0,15.9,911,18175000,194720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,934
"C1994",431,3,3,0,1,319,16263500,105705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,496
"C1837",467,3,21,0,4,366,18075000,144590,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,398
"C1000",566,16,10,0,1,438,14404000,129640,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.428571429,0.285714286,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481
"C1465",861,16,26,0,4,812,20562500,155455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,557
"C1448",1116,5,25,0,2,1050,32208000,175900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.444444444,0.555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1284
"C1516",456,12,8,0,1,367,8050000,65630,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,475
"C2670",648,13,9,0,2,600,14863000,111470,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.6,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,435
"C1365",875,2,5,0,2,903,53420500,340925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.1,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,945
"C1177",1668,7,17,1,10,1687.1,24775000,172190,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1875,0.4375,0.1875,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1044
"C1360",443,4,22,0,2,362,17281000,126720,0,0,0,0,0,0,1,0,0,0,0,0,0,0.166666667,0,0.5,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375
"C2488",1215,5,28,0,4,1105,77079425.0000001,43380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.625,0,0,0.375,0,0,0,0.625,0,0,0,0,0,0,0,0,0,1023
"C1406",1647,7,13,0,2,1687.1,30969500,157925,0,0,0,0,0,0,1,0,0,0,0,0,0,0.285714286,0.214285714,0.214285714,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1350
"C1566",462,12,13,0,6,387,15005000,105605,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.333333333,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,284
"C1227",806,3,7,0,1,707,32443000,264350,0,0,0,0,0,0,1,0,0,0,0,0,0.222222222,0,0.222222222,0.333333333,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,823
"C2460",1017,2,17,0,3,879,45747000,312060,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0,0.166666667,0.5,0.166666667,0,0.666666667,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,793
"C2486",589,3,2,0,4,515,23430500,231300,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0.3,0.3,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,587
"C2106",504,16,18,0,2,434,11533000,102130,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.4,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,353
"C1572",937,3,32,0,3,770,12254000,93710,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,0.333333333,0.166666667,0.166666667,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,479
"C1773",840,2,15,0,4,772,41505000,326760,0,0,0,0,0,0,1,0,0,0,0,0,0.111111111,0,0.222222222,0.444444444,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,614
"C1677",1144,2,9,0,4,1039,36242000,301540,0,0,0,0,0,0,1,0,0,0,0,0,0.181818182,0,0.272727273,0.272727273,0.272727273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1101
"C1823",553,16,14,0,3,584,25224000,183450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,652
"C1344",424,9,0,0,3,467,77079425.0000001,366015,0,0,0.333333333,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,509
"C2692",499,4,19,0,2,409,18173000,132170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,437
"C2505",200,4,2,0,2,153,8598000,74510,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163
"C2587",603,4,23,0,3,506,19897000,135210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.428571429,0.285714286,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,589
"C2127",700,3,21,0,2,592,20802000,174930,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.5,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,403
"C1316",107,15,7,0,2,27,27043800,88350,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,22
"C1674",318,12,4,0,1,262,13592500,108740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,322
"C1713",656,3,2,0,1,527,10923000,117270,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0.166666667,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,566
"C1845",306,1,0,0,3,248,26005000,244670,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,277
"C2082",970,2,19,0,2,845,48844000,332510,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0,0.166666667,0.5,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,822
"C1328",992,2,36,0,15,871,77079425.0000001,75250,0,0,0,0,0,0,1,0,0,0,0,0,0.090909091,0,0.363636364,0.363636364,0.181818182,0,0.454545455,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,770
"C2357",533,8,25,1,2,484,32287500,309750,0,0,0,0,0,0,1,0,0,0,0,0,0,0.166666667,0.333333333,0.333333333,0.166666667,0,0.666666667,0,0,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0,345
"C2565",1006,4,33,0,3,915,20221000,176230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1090
